,#gens,#Terms,min_deg,max_deg,av_deg,min_terms,max_terms,av_terms,deg_sum(F),#pure_var_power,#pure_var_power_lt,min_deg_of_X_1,min_deg_of_X_2,min_deg_of_X_3,min_deg_of_X_4,max_deg_of_X_1,max_deg_of_X_2,max_deg_of_X_3,max_deg_of_X_4,av_deg_of_X_1,av_deg_of_X_2,av_deg_of_X_3,av_deg_of_X_4,min_lt_deg_of_X_1,min_lt_deg_of_X_2,min_lt_deg_of_X_3,min_lt_deg_of_X_4,max_lt_deg_of_X_1,max_lt_deg_of_X_2,max_lt_deg_of_X_3,max_lt_deg_of_X_4,av_lt_deg_of_X_1,av_lt_deg_of_X_2,av_lt_deg_of_X_3,av_lt_deg_of_X_4,generators_with_X1,generators_with_X2,generators_with_X1_X2,generators_with_X3,generators_with_X1_X3,generators_with_X2_X3,generators_with_X1_X2_X3,generators_with_X4,generators_with_X1_X4,generators_with_X2_X4,generators_with_X1_X2_X4,generators_with_X3_X4,generators_with_X1_X3_X4,generators_with_X2_X3_X4,generators_with_X1_X2_X3_X4,lt_with_X1,lt_with_X2,lt_with_X1_X2,lt_with_X3,lt_with_X1_X3,lt_with_X2_X3,lt_with_X1_X2_X3,lt_with_X4,lt_with_X1_X4,lt_with_X2_X4,lt_with_X1_X2_X4,lt_with_X3_X4,lt_with_X1_X3_X4,lt_with_X2_X3_X4,lt_with_X1_X2_X3_X4,terms_with_X1,terms_with_X2,terms_with_X1_X2,terms_with_X3,terms_with_X1_X3,terms_with_X2_X3,terms_with_X1_X2_X3,terms_with_X4,terms_with_X1_X4,terms_with_X2_X4,terms_with_X1_X2_X4,terms_with_X3_X4,terms_with_X1_X3_X4,terms_with_X2_X3_X4,terms_with_X1_X2_X3_X4,"[2,1]","[3,1]","[3,2]","[4,1]","[4,2]","[4,3]",output
6544,4,14,3,5,4.0,3,4,3.5,16,1,0,1,1,1,2,3,2,3,3,2.0,1.5,2.0,2.8,0,0,0,0,3,2,2,1,1.8,1.0,0.5,0.8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,1,1,0,0,3,2,3,2,0,0,0,0,8,6,2,9,6,2,0,12,7,5,2,7,5,1,0,0,1,1,15,25,19,4
2287,2,9,3,6,4.5,4,5,4.5,9,1,1,3,1,2,2,5,5,3,5,4.0,3.0,2.5,3.5,1,0,0,0,3,5,0,0,2.0,2.5,0.0,0.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,4,2,3,1,2,0,6,4,3,1,2,0,2,0,0,0,0,0,1,2,6
9928,4,20,3,8,5.2,3,9,5.0,21,3,2,2,0,1,2,8,4,7,4,4.2,2.2,3.0,2.5,2,0,0,0,8,4,1,1,3.8,1.0,0.2,0.2,4,3,3,4,4,3,3,4,4,3,3,4,4,3,3,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,15,11,8,13,9,8,6,12,8,8,5,7,4,5,3,0,0,12,0,33,0,5
8257,4,10,3,5,4.0,2,3,2.5,16,1,0,1,0,1,2,3,1,2,4,2.2,0.8,1.2,3.0,1,0,1,0,3,1,1,2,2.2,0.2,1.0,0.5,4,3,3,4,4,3,3,4,4,3,3,4,4,3,3,4,1,1,4,4,1,1,1,1,0,0,1,1,0,0,6,4,2,6,5,1,1,7,3,3,1,3,2,0,0,0,1,1,5,9,9,4
9301,2,8,4,4,4.0,4,4,4.0,8,0,0,2,1,2,1,3,2,3,2,2.5,1.5,2.5,1.5,2,0,1,0,3,0,2,0,2.5,0.0,1.5,0.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,4,6,2,7,3,5,1,3,1,3,1,2,0,2,0,0,4,4,1,1,0,2
4583,3,11,4,6,4.7,2,5,3.7,14,1,1,3,1,1,1,5,3,2,1,4.0,2.3,1.3,1.0,2,0,0,0,5,2,0,1,3.7,0.7,0.0,0.3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,0,0,0,0,1,1,0,0,0,0,0,0,8,7,4,4,2,3,1,5,4,3,2,1,1,1,1,0,0,1,0,3,12,5
964,6,26,3,6,4.7,2,6,4.3,28,4,1,1,1,0,2,3,5,3,5,2.3,2.5,2.5,3.3,0,0,0,0,3,5,2,0,1.8,2.3,0.5,0.0,6,6,6,5,5,5,5,6,6,6,6,5,5,5,5,4,5,3,2,0,2,0,0,0,0,0,0,0,0,0,14,14,7,15,7,8,3,15,7,6,2,8,4,3,1,0,0,7,0,10,0,5
7331,5,18,3,6,4.0,3,5,3.6,20,2,0,1,0,0,1,3,4,3,4,2.0,1.8,1.8,2.4,0,0,0,0,3,2,2,1,1.8,1.0,1.0,0.2,5,4,4,4,4,3,3,5,5,4,4,4,4,3,3,4,3,2,4,3,2,1,1,1,0,0,1,1,0,0,10,10,6,11,6,6,3,13,6,6,3,8,4,4,2,1,1,1,8,10,16,4
2431,4,15,3,4,3.8,2,5,3.8,15,2,1,1,1,1,1,3,2,2,4,2.5,1.5,1.5,2.5,0,0,0,0,3,2,2,1,1.8,1.0,0.8,0.2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,2,1,2,1,1,1,1,1,1,1,1,1,7,7,2,8,3,4,1,10,4,4,1,5,2,2,1,0,0,2,0,19,13,5
9661,3,16,4,6,5.0,2,8,5.3,15,1,0,1,1,4,1,3,2,4,4,2.0,1.7,4.0,2.7,0,1,0,0,3,2,4,0,1.7,1.7,1.7,0.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,2,1,2,1,0,0,0,0,0,0,0,0,10,11,7,12,7,8,5,10,6,6,3,7,4,4,2,1,4,3,12,12,0,4
3831,4,17,3,6,4.8,3,5,4.2,19,2,0,2,1,1,2,3,4,6,6,2.5,2.0,3.2,4.0,2,0,1,0,3,1,4,0,2.2,0.2,2.2,0.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,4,4,1,1,0,0,0,0,0,0,0,0,9,8,3,10,6,5,3,11,5,6,2,4,2,3,2,0,5,5,20,34,0,4
1324,4,19,3,5,4.2,3,6,4.8,17,2,1,1,1,2,2,4,4,4,3,2.0,2.5,2.8,2.5,1,0,0,0,4,4,2,0,2.0,1.8,0.5,0.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,1,1,0,0,0,0,0,0,0,0,0,0,12,13,7,9,5,5,1,10,5,7,3,4,2,2,0,0,0,3,0,18,5,5
4706,2,7,4,5,4.5,3,4,3.5,9,1,0,2,3,1,1,4,3,4,1,3.0,3.0,2.5,1.0,1,2,0,0,3,3,0,0,2.0,2.5,0.0,0.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,2,1,0,0,3,2,3,2,0,0,0,0,2,6,1,0,0,0,2
1244,3,14,4,9,7.0,4,6,4.7,21,2,0,3,4,1,4,3,4,6,7,3.0,4.0,3.0,5.7,0,1,0,0,3,4,2,3,2.0,2.7,0.7,1.7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,1,0,1,0,2,1,2,1,1,0,1,0,9,7,4,7,5,2,1,12,8,5,3,7,5,2,1,1,0,0,6,9,13,4
4911,5,25,3,5,4.0,3,6,5.0,20,2,1,1,1,1,2,3,4,4,4,2.0,2.6,2.6,2.8,0,0,0,0,2,4,3,0,0.8,2.0,1.2,0.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,4,1,3,1,2,0,0,0,0,0,0,0,0,0,11,12,3,20,8,9,2,16,6,7,1,13,4,6,1,2,3,0,9,0,0,4
3849,4,16,4,7,6.0,4,4,4.0,24,0,0,2,1,1,2,4,5,4,5,3.2,2.5,2.0,3.8,1,1,0,0,4,5,4,0,2.5,2.0,1.5,0.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,0,0,0,0,0,0,0,0,15,11,10,10,9,6,5,10,9,6,5,6,5,3,2,2,2,0,18,23,44,4
472,2,11,4,7,5.5,5,6,5.5,11,1,0,1,0,2,3,5,6,3,4,3.0,3.0,2.5,3.5,1,0,0,0,4,3,3,0,2.5,1.5,1.5,0.0,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,7,4,3,5,2,1,0,8,5,2,2,3,1,0,0,1,1,2,0,0,0,2
3604,2,8,3,5,4.0,3,5,4.0,8,2,2,0,3,2,1,1,5,2,4,0.5,4.0,2.0,2.5,0,3,0,0,0,5,0,0,0.0,4.0,0.0,0.0,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,6,2,3,0,5,1,3,0,5,1,3,0,1,2,0,0,0,0,2
1476,3,12,4,6,5.0,2,6,4.0,15,0,0,2,2,2,2,5,4,2,4,3.3,3.0,2.0,3.0,0,1,0,0,5,4,1,0,2.3,2.3,0.3,0.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,1,0,1,0,0,0,0,0,0,0,0,0,9,8,6,7,4,3,1,8,6,5,4,5,3,2,1,2,1,1,1,1,13,2
1540,2,9,4,7,5.5,4,5,4.5,11,1,1,1,3,4,1,3,3,5,6,2.0,3.0,4.5,3.5,0,0,4,0,0,3,4,0,0.0,1.5,4.0,0.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,2,6,1,7,2,4,1,6,2,4,1,4,2,2,1,0,1,1,1,1,0,2
7093,3,10,3,7,5.0,2,4,3.3,15,0,0,2,1,1,1,3,3,2,3,2.7,2.0,1.7,2.0,2,1,0,0,2,2,2,2,2.0,1.3,1.0,0.7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,1,1,1,1,1,1,1,1,10,7,7,7,7,4,4,7,7,4,4,5,5,2,2,1,0,1,3,1,4,1
6047,3,12,4,7,5.7,2,6,4.0,17,2,1,1,3,4,1,2,4,4,5,1.3,3.7,4.0,3.0,0,1,0,0,2,4,4,1,1.0,2.7,1.7,0.3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,2,2,2,2,1,1,1,1,1,1,1,1,5,7,4,9,4,4,3,7,3,4,3,5,2,2,2,1,2,0,27,0,12,2
1115,5,19,3,6,4.8,1,6,3.8,24,0,0,0,0,1,2,4,4,3,4,2.2,2.2,1.6,3.6,0,0,0,0,2,4,3,2,1.0,2.0,1.4,0.4,4,4,4,5,4,4,4,5,4,4,4,5,4,4,4,4,4,4,4,3,3,3,1,0,0,0,1,0,0,0,14,13,9,10,8,7,6,14,9,8,4,6,4,3,2,1,3,0,15,6,12,4
6395,4,16,3,4,3.5,2,5,4.0,14,2,2,0,0,1,1,4,3,3,3,1.8,1.2,2.2,1.8,0,0,0,0,4,3,3,0,1.5,0.8,1.2,0.0,3,2,2,4,3,2,2,4,3,2,2,4,3,2,2,2,1,0,3,1,1,0,0,0,0,0,0,0,0,0,6,7,1,10,3,4,1,9,2,4,0,4,0,1,0,0,0,3,0,13,0,5
3458,2,7,4,4,4.0,3,4,3.5,8,0,0,2,1,1,2,3,3,1,3,2.5,2.0,1.0,2.5,1,1,0,0,2,3,1,0,1.5,2.0,0.5,0.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,4,4,2,5,2,3,1,4,1,2,0,3,0,2,0,1,2,0,0,1,2,4
1546,4,16,3,5,3.5,2,6,4.0,14,4,2,2,1,1,0,3,3,4,2,2.5,1.8,2.2,1.2,2,0,0,0,3,1,2,0,2.5,0.2,0.8,0.0,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,1,1,2,2,1,1,0,0,0,0,0,0,0,0,8,8,4,11,6,5,4,7,1,4,1,5,1,2,1,0,0,0,0,0,6,6
3902,3,11,4,6,5.0,3,5,3.7,15,1,1,3,3,1,0,4,4,3,3,3.7,3.3,2.0,1.7,2,0,0,0,4,3,1,0,2.7,1.7,0.7,0.0,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,0,0,0,0,0,0,0,0,6,8,3,7,4,6,3,4,1,3,0,1,0,1,0,0,0,9,0,4,2,5
3965,3,11,5,7,5.7,3,4,3.7,17,0,0,2,3,2,0,3,5,4,3,2.3,3.7,2.7,2.0,0,0,1,0,2,4,2,1,1.3,2.3,1.7,0.3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,3,2,2,1,1,1,0,0,1,1,0,0,8,8,5,8,6,6,4,7,5,4,2,4,3,2,1,0,3,3,15,14,7,4
983,2,16,4,4,4.0,7,9,8.0,8,3,1,3,2,1,3,4,3,4,4,3.5,2.5,2.5,3.5,0,0,0,0,4,3,1,0,2.0,1.5,0.5,0.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,9,8,4,8,3,4,1,11,6,5,2,5,2,2,0,0,0,1,0,0,0,5
8435,4,15,4,4,4.0,3,4,3.8,16,2,2,0,1,1,0,4,3,3,2,2.8,2.5,2.0,1.5,0,0,0,0,4,3,1,0,2.8,1.0,0.2,0.0,3,4,3,4,3,4,3,3,2,3,2,3,2,3,2,3,2,1,1,0,1,0,0,0,0,0,0,0,0,0,8,9,4,11,4,7,2,6,2,3,1,6,2,3,1,0,0,2,0,0,21,3
8167,3,11,4,5,4.7,3,5,3.7,14,0,0,1,2,1,2,3,3,3,3,1.7,2.3,2.3,2.7,0,1,1,0,1,3,3,0,0.3,2.0,2.3,0.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,1,3,1,3,1,0,0,0,0,0,0,0,0,7,9,5,6,3,5,2,8,6,6,4,3,2,2,1,0,2,2,6,5,3,4
1926,3,13,3,5,4.0,4,5,4.3,12,1,0,0,2,1,2,3,3,3,3,1.7,2.3,2.0,2.7,0,1,0,0,3,3,1,0,1.7,2.0,0.3,0.0,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,2,3,2,1,0,1,0,0,0,0,0,0,0,0,0,6,11,5,7,2,6,1,8,3,6,2,4,1,3,0,2,0,1,5,3,8,4
3086,2,8,4,5,4.5,2,6,4.0,9,0,0,3,1,2,0,3,3,3,2,3.0,2.0,2.5,1.0,1,1,1,0,3,2,1,0,2.0,1.5,1.0,0.0,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,6,5,3,6,4,4,2,4,3,2,1,2,1,1,0,0,5,5,1,1,0,2
6542,3,14,3,6,4.7,3,7,4.7,14,3,0,0,1,2,3,2,4,5,5,1.3,2.3,3.0,3.7,0,1,1,0,2,4,2,1,1.0,2.0,1.3,0.3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,2,3,2,3,2,3,2,1,0,1,0,1,0,1,0,6,9,5,11,5,8,4,9,3,5,2,6,2,4,1,0,7,7,13,6,7,2
4458,3,14,3,5,3.7,4,5,4.7,11,3,1,2,2,2,1,2,3,5,2,2.0,2.7,3.3,1.3,0,2,0,0,2,3,1,0,1.0,2.3,0.3,0.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,1,1,1,1,0,0,0,0,0,0,0,0,5,9,3,10,4,5,2,3,0,2,0,1,0,0,0,2,7,0,0,0,0,2
3742,3,17,3,5,4.3,4,8,5.7,13,2,0,2,2,1,2,4,5,3,4,2.7,3.7,2.3,3.0,0,1,0,0,4,2,1,0,2.0,1.7,0.7,0.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,2,1,2,1,0,0,0,0,0,0,0,0,6,12,4,11,3,7,2,11,4,7,2,7,2,4,1,1,2,3,2,3,0,4
5894,3,10,5,5,5.0,2,5,3.3,15,0,0,1,1,2,2,4,2,4,4,3.0,1.3,2.7,3.3,1,0,0,0,4,2,2,0,3.0,1.0,1.0,0.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,1,1,0,0,0,0,0,0,0,0,5,7,4,6,2,3,1,7,2,5,2,4,0,2,0,1,1,1,0,15,14,2
8940,4,23,4,7,5.0,5,6,5.8,20,2,1,2,2,2,2,6,4,4,3,3.5,3.2,3.2,2.2,0,0,0,0,6,4,1,0,3.0,1.8,0.2,0.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,1,1,0,0,0,0,0,0,0,0,0,0,15,16,11,16,10,9,6,11,7,7,5,7,4,3,2,3,5,0,0,0,0,2
6902,5,23,3,7,4.2,3,6,4.6,21,5,2,1,2,0,1,3,5,5,4,2.2,3.2,2.6,2.4,0,0,0,0,3,5,5,1,1.0,2.0,1.0,0.2,5,5,5,4,4,4,4,5,5,5,5,4,4,4,4,3,4,2,1,0,1,0,1,0,1,0,1,0,1,0,13,12,5,12,6,5,1,12,6,4,1,8,3,3,0,0,0,0,0,0,6,6
9831,6,19,3,6,4.7,2,4,3.2,28,3,2,0,2,0,1,3,4,3,3,1.8,3.3,1.8,2.0,0,1,0,0,3,4,1,1,1.3,2.8,0.3,0.2,4,6,4,4,3,4,3,6,4,6,4,4,3,4,3,3,6,3,2,1,2,1,1,1,1,1,0,0,0,0,9,14,8,9,3,5,2,12,6,7,5,5,1,1,0,1,1,0,19,0,24,4
2116,2,7,3,4,3.5,3,4,3.5,7,3,0,2,2,0,3,2,2,3,4,2.0,2.0,1.5,3.5,0,2,0,0,1,2,1,1,0.5,2.0,0.5,0.5,2,2,2,1,1,1,1,2,2,2,2,1,1,1,1,1,2,1,1,0,1,0,1,1,1,1,0,0,0,0,3,2,1,2,0,1,0,5,3,1,1,0,0,0,0,0,1,1,2,1,1,4
967,2,6,4,5,4.5,2,4,3.0,9,0,0,0,1,3,1,2,3,3,3,1.0,2.0,3.0,2.0,0,1,0,0,2,2,3,1,1.0,1.5,1.5,0.5,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,2,1,1,0,1,0,1,1,1,1,0,0,0,0,1,4,1,4,0,2,0,5,1,3,1,3,0,1,0,0,1,1,2,1,1,2
7836,4,17,3,6,4.5,2,6,4.2,18,1,0,0,2,0,2,4,4,3,5,2.5,2.8,1.5,3.2,0,0,0,0,4,4,2,1,1.8,1.5,0.8,0.5,3,4,3,3,2,3,2,4,3,4,3,3,2,3,2,3,2,1,2,1,1,0,2,2,1,1,0,0,0,0,8,12,5,6,2,3,0,15,7,11,5,4,1,2,0,0,2,2,22,14,20,4
9132,3,10,4,6,5.0,2,5,3.3,15,0,0,2,1,1,0,5,3,3,5,3.7,2.0,2.0,2.3,2,0,0,0,5,1,0,2,3.7,0.7,0.0,0.7,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3,2,2,0,0,0,0,1,1,0,0,0,0,0,0,6,6,3,5,3,2,1,6,3,2,0,3,2,0,0,1,0,2,4,3,13,4
3399,4,14,4,6,4.8,3,4,3.5,19,0,0,1,1,1,1,3,4,3,3,2.5,2.8,1.8,2.5,0,0,0,0,3,2,3,1,1.8,1.2,1.5,0.2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,3,2,2,1,1,1,1,1,0,0,0,0,8,8,3,10,5,5,1,10,6,5,2,6,3,2,0,0,4,4,18,29,15,4
2750,6,22,3,6,4.7,3,5,3.7,28,2,0,0,0,2,1,3,5,5,6,1.7,3.2,3.2,2.8,0,0,0,0,3,5,2,0,1.3,2.7,0.7,0.0,5,5,4,6,5,5,4,6,5,5,4,6,5,5,4,5,5,4,3,2,2,1,0,0,0,0,0,0,0,0,12,15,8,15,7,10,4,9,3,5,1,5,1,3,0,1,6,3,9,4,0,4
3447,2,9,4,4,4.0,4,5,4.5,8,0,0,3,3,1,1,3,3,3,2,3.0,3.0,2.0,1.5,3,1,0,0,3,1,0,0,3.0,1.0,0.0,0.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,7,5,4,1,2,0,3,1,2,1,2,0,1,0,2,1,1,0,0,0,2
5202,2,8,6,6,6.0,4,4,4.0,12,0,0,4,2,2,1,4,2,3,3,4.0,2.0,2.5,2.0,3,2,0,0,4,2,1,0,3.5,2.0,0.5,0.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,6,6,4,6,4,5,3,4,2,3,1,3,1,3,1,1,1,1,0,2,2,4
8663,3,11,4,6,5.3,3,5,3.7,16,1,1,1,1,1,1,4,4,5,3,2.3,2.7,3.3,1.7,1,0,0,0,4,3,2,0,2.3,2.0,1.0,0.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,0,0,0,0,0,0,0,0,8,8,5,8,6,6,4,5,4,3,2,4,4,2,2,0,0,7,0,9,2,5
7664,6,23,3,5,4.0,2,6,3.8,24,4,1,1,1,0,1,4,4,4,4,2.3,2.0,1.8,2.5,0,0,0,0,4,4,3,1,1.7,1.3,0.8,0.2,6,6,6,4,4,4,4,6,6,6,6,4,4,4,4,4,4,2,3,1,2,0,1,1,1,1,0,0,0,0,12,13,6,10,3,6,1,16,9,9,5,5,2,3,1,0,0,4,0,7,0,5
7,4,18,3,5,4.0,3,6,4.5,16,1,0,0,1,1,1,3,3,3,3,1.5,2.0,1.8,2.5,0,0,0,0,3,2,3,1,1.5,1.0,1.2,0.2,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,3,2,1,3,2,2,1,1,1,0,0,0,0,0,0,7,11,3,11,5,6,2,14,5,8,2,7,3,3,1,0,2,2,23,12,19,4
3140,4,16,3,7,5.0,2,5,4.0,20,1,1,1,1,2,0,6,6,4,6,3.2,3.2,3.0,2.8,1,0,0,0,6,2,2,0,3.2,0.5,1.2,0.0,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,1,1,3,3,1,1,0,0,0,0,0,0,0,0,10,9,4,9,5,5,2,9,5,6,3,3,1,2,1,0,0,4,0,15,6,5
3546,4,17,3,5,3.8,4,5,4.2,15,2,0,1,1,2,1,2,3,3,4,1.8,2.0,2.8,1.8,0,0,0,0,2,2,3,0,0.8,1.2,1.8,0.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,1,3,1,2,0,0,0,0,0,0,0,0,0,8,9,4,14,6,7,2,10,4,6,3,8,3,5,2,1,4,2,5,11,0,4
5040,4,20,3,7,4.8,2,8,5.0,19,3,1,0,1,2,1,4,4,5,5,2.5,2.8,3.5,3.2,0,0,0,0,3,4,4,2,1.0,1.5,1.8,0.5,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,2,3,1,3,2,2,1,1,1,1,1,1,1,1,1,8,11,3,16,6,8,2,13,6,8,3,10,4,6,2,1,4,0,30,0,0,4
2045,2,7,4,6,5.0,2,5,3.5,10,0,0,0,2,2,3,3,4,2,3,1.5,3.0,2.0,3.0,0,0,1,0,3,4,2,0,1.5,2.0,1.5,0.0,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,3,3,0,5,3,1,0,5,2,2,0,3,2,0,0,0,2,2,1,2,0,2
7027,5,20,3,5,3.8,2,5,4.0,19,4,1,2,0,1,1,3,2,3,5,2.4,0.8,1.8,3.2,1,0,0,0,3,0,3,1,2.2,0.0,1.4,0.2,5,3,3,5,5,3,3,5,5,3,3,5,5,3,3,5,0,0,3,3,0,0,1,1,0,0,0,0,0,0,13,4,2,11,8,1,0,16,9,4,2,8,5,1,0,0,0,2,0,20,11,5
5784,4,19,3,4,3.8,4,5,4.8,15,2,1,1,2,2,1,3,4,3,3,2.0,2.8,2.8,2.2,0,1,0,0,2,4,1,0,1.0,2.2,0.5,0.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,2,1,2,1,0,0,0,0,0,0,0,0,11,9,4,11,5,5,2,10,7,3,2,4,2,1,1,2,6,0,14,0,0,4
1729,3,10,3,4,3.3,2,6,3.3,10,2,1,0,1,1,2,4,2,2,4,1.7,1.7,1.3,2.7,0,0,0,0,4,2,0,2,1.7,1.0,0.0,0.7,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,2,2,1,0,0,0,0,1,0,1,0,0,0,0,0,4,6,3,5,1,3,1,5,0,2,0,3,0,1,0,0,0,1,0,1,3,5
1204,4,18,3,7,4.8,3,8,4.5,19,0,0,1,1,2,1,4,5,3,5,2.0,2.5,2.5,2.8,1,0,0,0,4,2,2,1,2.0,1.5,1.0,0.2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,2,2,1,1,1,1,0,0,0,0,12,10,7,12,6,6,3,13,8,7,5,7,2,3,1,0,3,3,18,12,11,4
2147,3,12,5,7,5.7,4,4,4.0,17,0,0,2,1,3,1,4,4,5,3,2.7,3.0,4.0,1.7,0,0,1,0,3,4,2,1,1.7,2.0,1.7,0.3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,3,2,2,1,1,1,0,0,1,1,0,0,7,8,3,11,6,8,3,7,5,3,1,6,4,3,1,0,3,3,6,3,12,4
7377,5,19,3,6,4.6,2,6,3.8,23,2,1,1,0,1,0,3,5,4,4,2.2,2.2,2.2,2.4,0,0,0,0,3,5,2,2,1.6,2.0,0.6,0.4,5,4,4,5,5,4,4,4,4,3,3,4,4,3,3,4,3,2,2,2,0,0,1,1,0,0,1,1,0,0,11,11,4,13,8,7,2,7,3,3,0,4,2,2,0,2,6,0,14,0,6,4
2181,6,22,4,6,5.2,3,5,3.7,31,2,1,2,1,1,1,5,5,5,5,2.8,3.2,3.5,2.7,0,1,0,0,3,4,3,0,1.7,2.2,1.3,0.0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,5,4,4,4,4,0,0,0,0,0,0,0,0,15,13,9,11,7,5,4,13,8,7,4,4,1,1,0,2,3,0,28,0,16,4
3307,5,20,3,4,3.2,2,8,4.0,16,5,0,1,0,0,0,2,3,3,3,1.6,1.8,2.2,1.4,1,0,0,0,2,1,2,0,1.6,0.6,1.0,0.0,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,1,1,0,0,0,0,0,0,0,0,11,9,6,12,6,3,2,7,3,2,2,3,0,0,0,2,3,0,5,0,0,4
5438,5,20,3,6,4.2,2,6,4.0,21,3,2,1,3,0,0,3,4,3,3,1.8,3.6,2.0,1.6,0,1,0,0,2,4,2,0,1.0,2.4,0.8,0.0,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,5,3,2,2,2,2,0,0,0,0,0,0,0,0,11,19,10,11,7,11,7,10,6,9,5,5,3,5,3,2,0,0,8,0,8,4
7319,2,12,6,7,6.5,5,7,6.0,13,0,0,3,4,2,3,5,4,4,5,4.0,4.0,3.0,4.0,2,1,0,0,5,4,1,0,3.5,2.5,0.5,0.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,10,9,8,8,6,6,5,8,6,5,4,5,3,3,2,1,1,0,1,3,7,4
7907,4,22,3,5,4.0,3,9,5.5,16,2,1,1,0,1,2,4,3,5,3,3.0,1.8,2.2,2.2,0,0,0,0,4,1,2,0,2.8,0.8,0.5,0.0,4,3,3,4,4,3,3,4,4,3,3,4,4,3,3,3,3,2,1,0,1,0,0,0,0,0,0,0,0,0,14,13,7,13,7,6,2,13,9,7,4,7,5,2,1,0,0,4,0,17,0,5
