,#gens,#Terms,min_deg,max_deg,av_deg,min_deg_of_X1,min_deg_of_X2,min_deg_of_X3,min_deg_of_X4,max_deg_of_X1,max_deg_of_X2,max_deg_of_X3,max_deg_of_X4,av_deg_of_X1,av_deg_of_X2,av_deg_of_X3,av_deg_of_X4,min_lt_deg_of_X1,min_lt_deg_of_X2,min_lt_deg_of_X3,min_lt_deg_of_X4,max_lt_deg_of_X1,max_lt_deg_of_X2,max_lt_deg_of_X3,max_lt_deg_of_X4,av_lt_deg_of_X1,av_lt_deg_of_X2,av_lt_deg_of_X3,av_lt_deg_of_X4,min_terms,max_terms,av_terms,generators_with_X1,generators_with_X2,generators_with_X3,generators_with_X4,generators_with_X1_X2,generators_with_X1_X3,generators_with_X1_X4,generators_with_X1_X3,generators_with_X2_X4,generators_with_X3_X4,generators_with_X1_X2_X3,generators_with_X1_X2_X4,generators_with_X1_X3_X4,generators_with_X2_X3_X4,generators_with_X1_X2_X3_X4,lt_with_X1,lt_with_X2,lt_with_X3,lt_with_X4,lt_with_X1_X2,lt_with_X1_X3,lt_with_X1_X4,lt_with_X1_X3,lt_with_X2_X4,lt_with_X3_X4,lt_with_X1_X2_X3,lt_with_X1_X2_X4,lt_with_X1_X3_X4,lt_with_X2_X3_X4,lt_with_X1_X2_X3_X4,terms_with_X1,terms_with_X2,terms_with_X3,terms_with_X4,terms_with_X1_X2,terms_with_X1_X3,terms_with_X1_X4,terms_with_X1_X3,terms_with_X2_X4,terms_with_X3_X4,terms_with_X1_X2_X3,terms_with_X1_X2_X4,terms_with_X1_X3_X4,terms_with_X2_X3_X4,terms_with_X1_X2_X3_X4,deg_sum(F),cls_1,cls_2,cls_3,cls_4,cls_of_lt_1,cls_of_lt_2,cls_of_lt_3,cls_of_lt_4,#pure_var_power,#pure_var_power_lt,QS
963,5,25,3,9,5.0,1,2,2,0,5,4,3,5,3.2,2.8,2.2,2.2,1,0,0,0,4,4,1,0,3.0,1.6,0.4,0.0,4,6,5.0,5,5,5,4,5,5,4,5,4,4,5,4,4,4,4,5,3,2,0,3,2,0,2,0,0,2,0,0,0,0,14,20,17,13,10,9,6,14,10,9,7,4,4,6,2,25,0,2,1,2,13,8,2,2,3,2,1
964,3,18,5,7,5.7,2,4,2,1,5,5,5,5,3.7,4.7,4.0,3.7,0,0,0,0,2,5,5,0,0.7,3.3,1.7,0.0,5,7,6.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,8,12,12,11,4,7,4,7,9,7,3,3,3,6,2,17,0,1,2,0,11,5,2,0,4,2,1
965,2,10,4,6,5.0,4,3,2,2,4,3,2,3,4.0,3.0,2.0,2.5,3,0,0,0,4,3,0,0,3.5,1.5,0.0,0.0,4,6,5.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,8,6,4,6,5,3,4,2,3,2,2,2,1,0,0,10,0,0,1,1,6,2,1,1,1,1,1
966,2,7,3,4,3.5,0,1,1,2,3,2,2,4,1.5,1.5,1.5,3.0,0,0,0,0,3,2,2,0,1.5,1.0,1.0,0.0,3,4,3.5,1,2,2,2,1,1,1,2,2,2,1,1,1,2,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3,4,3,4,1,2,1,2,2,1,1,0,1,0,0,7,0,1,0,1,4,2,0,1,2,1,1
967,2,7,3,5,4.0,1,2,2,1,2,2,4,3,1.5,2.0,3.0,2.0,0,1,1,0,1,2,3,0,0.5,1.5,2.0,0.0,3,4,3.5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,1,1,0,2,0,0,1,0,0,0,0,4,5,4,3,2,2,2,3,2,0,1,1,0,0,0,8,0,2,0,0,3,4,0,0,0,0,1
968,2,7,4,7,5.5,0,1,4,0,4,3,7,6,2.0,2.0,5.5,3.0,0,1,1,0,3,3,3,0,1.5,2.0,2.0,0.0,2,5,3.5,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,0,1,1,0,2,0,0,1,0,0,0,0,2,5,6,2,2,2,0,4,2,1,2,0,0,1,0,11,0,2,0,0,2,5,0,0,2,0,1
969,2,11,3,4,3.5,2,1,2,1,4,2,3,3,3.0,1.5,2.5,2.0,2,0,0,0,4,1,0,0,3.0,0.5,0.0,0.0,4,7,5.5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7,6,8,5,4,4,3,4,1,4,2,1,2,0,0,7,0,0,1,1,5,4,1,1,1,1,1
970,2,4,4,5,4.5,2,2,2,1,3,2,2,1,2.5,2.0,2.0,1.0,0,1,2,0,2,2,2,0,1.0,1.5,2.0,0.0,2,2,2.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,1,1,0,2,0,0,1,0,0,0,0,3,3,2,2,2,1,2,2,1,0,1,1,0,0,0,9,0,2,0,0,2,2,0,0,0,0,1
971,2,7,3,6,4.5,1,1,2,1,3,6,4,3,2.0,3.5,3.0,2.0,0,0,0,0,1,6,2,0,0.5,3.0,1.0,0.0,2,5,3.5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,5,3,4,5,2,3,4,1,2,3,1,2,2,1,1,9,0,1,1,0,5,1,1,0,1,1,1
972,2,6,3,4,3.5,2,1,1,2,2,3,2,2,2.0,2.0,1.5,2.0,0,1,0,0,2,3,0,1,1.0,2.0,0.0,0.5,2,4,3.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,0,1,1,0,1,0,1,0,0,1,0,0,0,4,2,3,4,1,2,3,0,1,2,0,1,1,0,0,7,1,0,1,0,4,1,1,0,1,1,1
973,2,10,4,5,4.5,1,1,3,3,3,4,3,4,2.0,2.5,3.0,3.5,0,0,0,0,3,4,1,1,1.5,2.0,0.5,0.5,4,6,5.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,4,6,8,7,1,4,1,4,5,5,1,0,1,3,0,9,1,1,0,0,7,3,0,0,0,0,1
974,2,10,5,5,5.0,3,3,2,2,5,5,4,3,4.0,4.0,3.0,2.5,3,0,0,0,5,2,0,0,4.0,1.0,0.0,0.0,5,5,5.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,4,5,2,2,3,2,3,2,0,1,1,1,0,10,0,0,1,1,5,2,2,1,2,1,0
975,3,9,3,6,5.0,3,0,2,1,5,4,2,2,4.0,1.7,2.0,1.3,3,0,0,0,4,1,2,0,3.7,0.3,1.0,0.0,2,4,3.0,3,2,3,3,2,3,3,2,2,3,2,2,3,2,2,3,1,2,0,1,2,0,1,0,0,1,0,0,0,0,7,5,6,4,4,4,3,4,2,2,3,2,1,1,1,15,0,2,0,1,4,4,0,1,1,1,1
976,5,17,4,5,4.2,2,0,0,0,5,4,3,4,3.0,2.2,2.0,2.0,2,0,0,0,5,2,2,1,3.0,0.4,0.6,0.2,2,6,3.4,5,4,4,4,4,4,4,3,3,3,3,3,3,2,2,5,1,2,1,1,2,1,0,0,1,0,0,1,0,0,12,7,8,10,3,5,5,2,4,6,0,0,3,2,0,21,1,1,1,2,10,2,3,2,2,2,1
977,3,15,3,6,4.3,1,2,1,2,4,3,4,4,2.3,2.3,2.7,2.7,0,1,0,0,2,3,3,0,1.0,1.7,1.7,0.0,4,6,5.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,0,2,1,0,2,0,0,1,0,0,0,0,9,10,10,10,6,5,6,7,5,7,3,3,4,4,2,13,0,2,1,0,10,3,2,0,1,0,1
978,3,11,4,5,4.3,0,2,1,2,2,4,4,3,1.3,2.7,2.3,2.3,0,0,0,0,2,4,2,1,0.7,2.0,1.0,0.7,3,4,3.7,2,3,3,3,2,2,2,3,3,3,2,2,2,3,2,1,2,2,2,0,1,1,1,1,2,0,0,1,1,0,4,5,9,9,1,4,3,3,4,8,1,1,3,3,1,13,2,0,1,0,9,1,1,0,1,1,1
979,3,12,4,5,4.3,2,2,1,1,4,3,4,3,2.7,2.7,2.3,2.0,2,0,0,0,4,3,0,0,2.7,1.7,0.0,0.0,4,4,4.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,7,8,6,7,4,1,4,4,5,4,0,2,1,3,0,13,0,0,2,1,7,2,2,1,2,1,1
980,3,21,3,7,5.3,2,2,1,3,4,5,5,4,3.0,3.7,2.7,3.3,1,1,0,0,2,5,1,0,1.3,3.3,0.7,0.0,5,11,7.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,0,3,2,0,2,0,0,2,0,0,0,0,16,16,12,15,12,8,11,9,11,7,5,8,4,5,2,16,0,2,1,0,15,5,1,0,1,0,1
981,4,15,4,7,5.0,2,0,0,0,6,4,4,4,4.0,2.2,2.2,1.8,2,0,0,0,6,2,0,1,4.0,0.8,0.0,0.2,1,6,3.8,4,3,3,3,3,3,3,3,2,2,3,2,2,2,2,4,2,0,1,2,0,1,0,0,0,0,0,0,0,0,12,10,7,7,7,5,7,6,3,3,4,3,3,2,2,20,1,0,2,1,7,4,3,1,2,1,1
982,4,15,3,7,4.8,0,1,2,2,4,4,5,3,2.2,2.5,3.0,2.5,0,0,0,0,3,3,3,1,2.0,1.5,1.0,0.2,3,5,3.8,3,4,4,4,3,3,3,4,4,4,3,3,3,4,3,3,3,2,1,2,1,1,1,1,0,0,1,0,0,0,8,9,9,10,4,5,4,3,5,6,1,1,3,1,0,19,1,2,1,0,10,3,2,0,0,0,1
983,4,19,4,5,4.2,2,1,1,2,4,4,3,3,3.2,2.2,1.8,2.8,1,0,0,0,4,2,2,0,3.0,0.5,0.8,0.0,4,6,4.8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,0,1,2,0,1,0,0,1,0,0,0,0,13,8,11,12,5,7,7,4,4,8,3,2,4,2,1,17,0,2,0,2,12,3,2,2,3,2,1
984,2,10,3,4,3.5,1,2,2,2,4,3,2,3,2.5,2.5,2.0,2.5,1,0,0,0,4,2,0,0,2.5,1.0,0.0,0.0,4,6,5.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6,5,5,3,3,2,1,2,0,2,1,0,0,0,0,7,0,0,1,1,3,3,3,1,2,1,0
985,4,17,4,6,4.5,1,2,2,0,5,3,4,3,2.8,2.5,2.8,1.5,1,0,0,0,5,3,1,0,2.0,2.0,0.5,0.0,3,7,4.2,4,4,4,3,4,4,3,4,3,3,4,3,3,3,3,4,3,2,0,3,2,0,1,0,0,1,0,0,0,0,12,11,11,9,8,7,7,7,5,5,5,4,4,3,3,18,0,2,2,0,9,6,2,0,1,0,1
986,6,26,3,6,4.2,0,1,1,1,6,5,4,3,2.2,2.5,2.3,2.2,0,0,0,0,6,3,4,1,1.3,1.5,1.2,0.2,2,6,4.3,5,6,6,6,5,5,5,6,6,6,5,5,5,6,5,3,4,3,1,2,0,1,2,1,0,0,1,0,0,0,10,13,16,20,4,3,8,7,9,12,1,3,3,4,1,25,1,3,1,1,20,4,1,1,2,2,1
987,3,12,4,6,4.7,1,0,2,1,3,4,4,3,2.3,2.3,3.3,2.0,0,0,0,0,3,4,4,0,1.0,2.0,1.7,0.0,3,5,4.0,3,2,3,3,2,3,3,2,2,3,2,2,3,2,2,1,2,2,0,0,1,0,1,0,0,0,0,0,0,0,7,6,9,6,2,6,4,4,4,4,2,2,3,3,2,14,0,2,1,0,6,5,1,0,2,1,1
988,8,32,3,9,4.9,1,1,1,1,3,8,7,5,2.0,3.0,2.1,2.9,0,1,0,0,2,8,1,2,1.2,2.8,0.5,0.4,2,5,4.0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,8,4,2,7,3,2,4,2,1,3,2,1,1,1,21,22,18,22,15,11,12,10,14,11,6,8,5,5,2,39,2,3,3,0,22,7,3,0,1,0,1
989,2,7,3,4,3.5,2,3,0,1,4,3,1,2,3.0,3.0,0.5,1.5,1,0,0,0,4,2,0,0,2.5,1.0,0.0,0.0,3,4,3.5,2,2,1,2,2,1,2,1,2,1,1,2,1,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,2,2,2,1,0,0,1,1,0,0,0,0,0,7,0,0,1,1,2,1,3,1,2,1,0
990,4,17,4,5,4.8,1,0,1,0,3,4,3,4,2.0,2.5,2.5,2.2,0,0,0,0,3,4,3,2,1.5,1.2,1.5,0.5,3,7,4.2,4,3,4,3,3,4,3,3,2,3,3,2,3,2,2,3,2,3,1,1,2,1,1,0,1,0,0,1,0,0,12,12,10,10,8,6,7,6,6,4,3,4,2,1,0,19,1,2,1,0,10,6,1,0,0,0,1
991,6,31,3,5,3.8,2,1,1,2,3,3,4,3,2.5,1.8,2.2,2.3,1,0,0,0,3,2,2,1,2.3,1.0,0.3,0.2,4,7,5.2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,1,1,4,1,1,0,1,0,0,1,0,0,0,16,18,17,16,9,6,5,8,9,7,2,3,0,3,0,23,1,1,3,1,16,10,4,1,3,1,1
992,6,22,3,5,4.3,1,0,1,2,4,2,4,4,2.3,1.0,2.7,2.8,1,0,0,0,3,2,4,0,1.5,0.7,2.2,0.0,3,5,3.7,6,5,6,6,5,6,6,5,5,6,5,5,6,5,5,6,3,5,0,3,5,0,3,0,0,3,0,0,0,0,18,11,12,14,8,9,10,6,7,6,4,4,3,3,1,26,0,5,0,1,14,6,1,1,1,1,1
993,4,16,3,8,4.5,2,0,1,1,6,2,8,7,3.0,1.0,3.2,3.5,1,0,0,0,6,0,3,1,2.8,0.0,1.5,0.2,2,6,4.0,4,3,4,4,3,4,4,3,3,4,3,3,4,3,3,4,0,3,1,0,3,1,0,0,0,0,0,0,0,0,9,6,10,12,2,6,6,4,6,6,1,2,3,4,1,18,1,3,0,0,12,4,0,0,3,0,1
994,2,7,3,5,4.0,2,0,1,2,3,1,2,2,2.5,0.5,1.5,2.0,2,0,0,1,3,1,0,1,2.5,0.5,0.0,1.0,3,4,3.5,2,1,2,2,1,2,2,1,1,2,1,1,2,1,1,2,1,0,2,1,0,2,0,1,0,0,1,0,0,0,7,2,4,7,2,4,7,1,2,4,1,2,4,1,1,8,2,0,0,0,7,0,0,0,0,0,1
995,4,20,4,5,4.8,1,2,1,1,5,4,3,5,3.0,3.5,2.0,3.0,0,0,0,0,5,4,2,0,2.0,2.2,0.5,0.0,3,7,5.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,1,0,2,1,0,1,0,0,1,0,0,0,0,12,11,12,11,7,6,5,5,5,8,2,3,3,3,1,19,0,1,2,1,11,4,4,1,3,2,1
996,3,19,3,6,4.3,1,3,2,2,5,3,4,5,2.7,3.0,2.7,3.0,0,3,0,0,3,3,1,0,1.0,3.0,0.3,0.0,5,8,6.3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,1,0,1,0,0,1,0,0,0,0,0,0,0,7,12,12,12,3,4,4,6,6,7,1,1,2,2,0,13,0,1,2,0,12,5,2,0,1,1,1
997,5,25,4,7,5.4,1,1,2,1,4,5,6,4,2.6,2.6,4.0,2.8,0,0,0,0,3,4,5,0,2.0,1.6,1.8,0.0,3,7,5.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,0,4,2,0,2,0,0,2,0,0,0,0,16,17,17,17,10,9,11,11,11,12,5,6,6,8,3,27,0,3,2,0,17,5,3,0,2,1,1
998,3,11,4,4,4.0,1,0,2,2,3,3,3,3,2.0,1.7,2.3,2.3,1,0,0,0,3,1,2,0,2.0,0.7,1.3,0.0,3,5,3.7,3,2,3,3,2,3,3,2,2,3,2,2,3,2,2,3,2,2,0,2,2,0,1,0,0,1,0,0,0,0,7,7,5,6,3,4,3,2,4,1,1,1,1,0,0,12,0,2,1,0,6,4,1,0,0,0,1
999,4,14,3,3,3.0,1,0,1,1,2,2,3,2,1.5,1.5,2.0,1.2,0,0,0,0,2,2,3,0,1.0,1.0,1.0,0.0,3,4,3.5,4,3,4,4,3,4,4,3,3,4,3,3,4,3,3,3,2,2,0,2,1,0,0,0,0,0,0,0,0,0,7,5,8,10,2,2,4,2,3,6,0,0,1,2,0,12,0,2,2,0,10,2,2,0,1,1,1
1000,3,9,3,9,5.3,1,1,1,0,4,3,3,3,2.7,2.0,2.0,1.3,0,0,0,0,4,3,3,1,2.3,1.3,1.3,0.3,2,5,3.0,3,3,3,2,3,3,2,3,2,2,3,2,2,2,2,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,8,7,5,4,6,4,4,4,3,3,3,3,3,2,2,16,1,1,0,1,4,2,2,1,1,1,1
1001,2,7,3,6,4.5,1,1,1,3,3,3,5,3,2.0,2.0,3.0,3.0,0,1,1,0,1,3,3,0,0.5,2.0,2.0,0.0,3,4,3.5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,1,1,0,2,0,0,1,0,0,0,0,3,5,6,4,2,3,2,5,2,3,2,1,2,2,1,9,0,2,0,0,4,3,0,0,1,0,1
1002,4,14,3,6,4.2,1,1,0,1,2,4,4,3,1.8,2.5,2.5,1.5,0,0,0,0,2,4,2,1,1.0,2.0,1.0,0.2,3,4,3.5,4,4,3,4,4,3,4,3,4,3,3,4,3,3,3,2,3,3,1,1,1,1,3,0,0,1,0,0,0,0,8,8,8,9,4,4,6,4,5,3,1,3,2,1,0,17,1,3,0,0,9,5,0,0,2,0,1
1003,4,18,4,6,4.8,1,1,2,1,5,3,4,3,3.5,2.2,2.8,2.0,0,0,0,0,4,2,4,0,2.2,1.2,1.2,0.0,3,6,4.5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,0,2,1,0,2,0,0,1,0,0,0,0,11,11,11,10,5,5,6,7,5,5,2,2,2,2,0,19,0,2,1,1,10,6,1,1,1,1,1
1004,2,10,5,6,5.5,4,1,3,2,5,3,5,4,4.5,2.0,4.0,3.0,3,1,0,0,5,1,1,0,4.0,1.0,0.5,0.0,3,7,5.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,2,1,0,1,0,0,1,0,0,0,0,9,5,6,6,5,5,5,2,2,3,2,2,2,0,0,11,0,1,1,0,6,3,1,0,0,0,1
1005,2,5,4,4,4.0,0,0,2,1,4,1,3,2,2.0,0.5,2.5,1.5,0,0,0,0,4,1,3,0,2.0,0.5,1.5,0.0,2,3,2.5,1,1,2,2,0,1,1,1,1,2,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2,4,3,0,0,0,2,1,3,0,0,0,1,0,8,0,1,0,1,3,1,0,1,1,1,1
1006,3,13,3,5,3.7,2,0,1,1,3,4,5,2,2.7,2.3,2.7,1.7,2,0,0,0,3,2,1,0,2.7,0.7,0.3,0.0,3,6,4.3,3,2,3,3,2,3,3,2,2,3,2,2,3,2,2,3,1,1,0,1,1,0,0,0,0,0,0,0,0,0,6,6,8,5,2,3,2,2,2,3,0,1,1,0,0,11,0,1,1,1,5,5,2,1,3,1,0
1007,4,11,3,7,4.5,2,1,0,1,2,3,3,5,2.0,1.8,1.5,2.2,0,1,0,0,2,2,3,2,1.5,1.2,1.2,0.5,2,4,2.8,4,4,3,4,4,3,4,3,4,3,3,4,3,3,3,3,4,2,1,3,1,1,2,1,1,1,1,1,1,1,8,8,6,6,5,4,5,4,3,4,2,2,3,2,1,18,1,1,2,0,6,2,3,0,1,0,1
1008,5,23,4,7,5.4,2,2,2,1,5,4,4,6,3.2,3.2,2.8,3.0,2,0,0,0,5,4,2,1,3.0,1.4,0.8,0.2,3,7,4.6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,1,3,3,1,2,0,1,2,0,1,0,0,17,18,12,13,13,8,11,10,9,5,7,8,4,3,3,27,1,2,1,1,13,7,2,1,2,1,1
1009,4,14,3,5,4.0,2,0,1,0,3,3,4,4,2.5,1.5,2.0,2.2,2,0,0,0,3,3,1,1,2.2,1.0,0.5,0.2,2,5,3.5,4,3,4,3,3,4,3,3,2,3,3,2,3,2,2,4,2,2,1,2,2,1,0,1,0,0,1,0,0,0,9,5,9,8,3,6,4,3,3,4,1,2,2,2,1,16,1,2,1,0,8,5,1,0,2,0,1
1010,4,16,3,6,4.8,2,1,2,1,3,4,3,4,2.2,2.5,2.5,2.5,0,0,1,0,2,4,2,1,1.5,1.2,1.8,0.2,2,5,4.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,4,1,1,3,1,2,1,1,1,1,1,1,1,9,8,10,10,3,7,5,3,6,4,2,2,3,1,1,19,1,3,0,0,10,6,0,0,1,0,1
1011,2,9,3,5,4.0,1,1,2,0,3,4,4,2,2.0,2.5,3.0,1.0,1,0,1,0,3,1,2,0,2.0,0.5,1.5,0.0,2,7,4.5,2,2,2,1,2,2,1,2,1,1,2,1,1,1,1,2,1,2,0,1,2,0,1,0,0,1,0,0,0,0,5,7,6,5,3,3,3,5,4,2,2,2,1,2,1,8,0,2,0,0,5,4,0,0,0,0,1
1012,5,25,4,7,4.8,2,1,2,2,4,4,5,6,3.0,2.2,3.2,3.8,0,0,0,0,4,4,5,0,1.8,1.4,1.6,0.0,3,6,5.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,2,4,0,0,2,0,2,0,0,0,0,0,0,0,15,10,18,14,5,10,8,7,4,9,2,3,5,2,1,24,0,4,0,1,14,9,1,1,3,1,1
1013,5,20,4,7,5.4,1,3,2,0,4,5,5,4,2.4,4.2,2.8,1.4,1,3,0,0,1,5,0,1,1.0,4.2,0.0,0.2,2,6,4.0,5,5,5,4,5,5,4,5,4,4,5,4,4,4,4,5,5,0,1,5,0,1,0,1,0,0,1,0,0,0,15,13,11,12,9,7,10,5,6,7,2,4,6,2,1,27,1,0,4,0,12,4,4,0,1,0,1
1014,4,15,3,5,4.0,2,0,0,1,4,5,3,3,3.0,2.8,2.0,2.0,0,0,0,0,4,5,0,0,1.8,2.2,0.0,0.0,2,6,3.8,4,3,3,4,3,3,4,2,3,3,2,3,3,2,2,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,10,10,6,7,6,4,4,3,4,3,2,2,1,1,0,16,0,0,3,1,7,3,4,1,3,3,1
1015,2,7,5,5,5.0,3,3,1,1,4,3,4,3,3.5,3.0,2.5,2.0,0,0,0,0,4,3,2,1,2.0,1.5,1.0,0.5,2,5,3.5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,2,4,5,6,1,0,2,3,3,4,0,1,0,2,0,10,1,1,0,0,6,1,0,0,0,0,1
1016,2,13,4,4,4.0,2,2,2,3,2,2,3,4,2.0,2.0,2.5,3.5,1,2,0,0,2,2,1,0,1.5,2.0,0.5,0.0,6,7,6.5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,2,1,0,1,0,0,1,0,0,0,0,8,9,4,11,6,2,6,2,7,3,1,4,1,1,0,8,0,1,1,0,11,1,1,0,1,0,1
1017,4,14,3,4,3.8,1,0,1,1,4,4,3,4,2.2,2.2,2.2,2.0,1,0,0,0,4,2,1,0,2.2,0.8,0.8,0.0,2,5,3.5,4,3,4,4,3,4,4,3,3,4,3,3,4,3,3,4,2,3,0,2,3,0,2,0,0,2,0,0,0,0,7,6,10,6,2,6,1,4,2,4,2,0,1,1,0,15,0,3,0,1,6,6,1,1,3,1,1
1018,3,10,3,7,4.7,1,2,2,0,2,6,3,5,1.7,3.3,2.7,2.0,0,1,0,0,2,6,1,1,1.0,3.0,0.3,0.3,2,5,3.3,3,3,3,2,3,3,2,3,2,2,3,2,2,2,2,2,3,1,1,2,1,0,1,1,0,1,0,0,0,0,8,5,6,4,4,5,3,2,1,2,2,0,2,0,0,14,1,1,1,0,4,4,2,0,1,0,1
1019,6,31,3,6,5.0,1,1,1,1,5,3,5,4,3.0,2.3,2.8,2.3,0,0,0,0,5,3,2,1,2.5,1.7,0.7,0.2,3,7,5.2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,3,1,4,2,1,2,1,0,1,1,0,0,0,21,20,21,19,12,13,14,11,10,11,5,7,8,3,2,30,1,3,2,0,19,10,2,0,0,0,1
1020,5,27,4,7,4.8,1,1,2,3,4,7,4,5,3.0,3.2,2.8,3.6,0,1,0,0,2,7,3,0,0.8,3.2,0.8,0.0,4,6,5.4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,2,0,3,1,0,2,0,0,1,0,0,0,0,17,14,14,18,7,8,13,7,7,8,3,4,6,3,2,24,0,2,3,0,18,6,3,0,3,1,1
1021,3,16,3,5,4.0,1,1,3,2,3,3,4,5,1.7,2.0,3.3,3.3,1,1,0,0,3,2,2,0,1.7,1.7,0.7,0.0,5,6,5.3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,0,3,1,0,1,0,0,1,0,0,0,0,9,7,8,9,6,3,4,2,2,4,2,2,0,0,0,12,0,1,2,0,9,4,3,0,3,0,1
1022,2,9,3,5,4.0,3,2,1,1,3,4,4,3,3.0,3.0,2.5,2.0,1,0,0,0,3,4,0,0,2.0,2.0,0.0,0.0,4,5,4.5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,5,4,2,2,2,4,1,2,1,0,1,1,0,8,0,0,1,1,4,3,1,1,2,1,1
1023,3,13,4,4,4.0,0,2,1,2,3,4,4,4,1.7,2.7,2.3,2.7,0,1,0,0,2,3,2,0,1.0,2.0,1.0,0.0,2,6,4.3,2,3,3,3,2,2,2,3,3,3,2,2,2,3,2,2,3,2,0,2,1,0,2,0,0,1,0,0,0,0,4,9,7,8,3,1,2,5,5,4,1,1,0,3,0,12,0,2,1,0,8,3,2,0,3,0,1
1024,2,10,4,5,4.5,2,1,1,2,2,3,2,5,2.0,2.0,1.5,3.5,1,0,0,1,1,2,2,2,1.0,1.0,1.0,1.5,4,6,5.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,0,1,1,0,1,1,0,0,7,5,3,10,3,3,7,1,5,3,1,3,3,1,1,9,2,0,0,0,10,0,0,0,1,0,1
1025,5,26,3,5,4.4,1,1,2,2,3,4,4,4,2.2,2.2,2.4,3.2,1,0,0,0,3,2,2,1,2.0,1.4,0.8,0.2,3,8,5.2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,1,4,3,1,2,1,0,2,1,0,0,0,17,14,19,15,9,12,8,10,7,9,6,4,4,4,2,22,1,3,1,0,15,10,1,0,1,0,1
1026,3,11,3,5,4.0,1,1,2,2,4,3,4,5,2.0,2.0,3.0,3.0,1,0,0,0,4,1,4,1,2.0,0.3,1.3,0.3,3,5,3.7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,0,1,0,0,1,0,0,0,5,4,6,7,1,3,2,1,3,3,0,1,1,0,0,12,1,1,0,1,7,3,0,1,2,1,1
1027,4,18,3,9,5.5,1,0,2,1,4,3,5,6,2.8,2.0,3.5,3.5,0,0,0,0,4,3,5,1,1.5,1.5,2.2,0.2,4,5,4.5,4,3,4,4,3,4,4,3,3,4,3,3,4,3,3,3,2,3,1,1,3,1,1,1,1,1,1,1,1,1,15,7,10,13,5,8,11,2,6,6,1,5,4,2,1,22,1,2,1,0,13,4,1,0,1,1,1
