,#gens,#Terms,min_deg,max_deg,av_deg,min_terms,max_terms,av_terms,deg_sum(F),#pure_var_power,#pure_var_power_lt,min_deg_of_X_1,min_deg_of_X_2,min_deg_of_X_3,min_deg_of_X_4,max_deg_of_X_1,max_deg_of_X_2,max_deg_of_X_3,max_deg_of_X_4,av_deg_of_X_1,av_deg_of_X_2,av_deg_of_X_3,av_deg_of_X_4,min_lt_deg_of_X_1,min_lt_deg_of_X_2,min_lt_deg_of_X_3,min_lt_deg_of_X_4,max_lt_deg_of_X_1,max_lt_deg_of_X_2,max_lt_deg_of_X_3,max_lt_deg_of_X_4,av_lt_deg_of_X_1,av_lt_deg_of_X_2,av_lt_deg_of_X_3,av_lt_deg_of_X_4,generators_with_X1,generators_with_X2,generators_with_X1_X2,generators_with_X3,generators_with_X1_X3,generators_with_X2_X3,generators_with_X1_X2_X3,generators_with_X4,generators_with_X1_X4,generators_with_X2_X4,generators_with_X1_X2_X4,generators_with_X3_X4,generators_with_X1_X3_X4,generators_with_X2_X3_X4,generators_with_X1_X2_X3_X4,lt_with_X1,lt_with_X2,lt_with_X1_X2,lt_with_X3,lt_with_X1_X3,lt_with_X2_X3,lt_with_X1_X2_X3,lt_with_X4,lt_with_X1_X4,lt_with_X2_X4,lt_with_X1_X2_X4,lt_with_X3_X4,lt_with_X1_X3_X4,lt_with_X2_X3_X4,lt_with_X1_X2_X3_X4,terms_with_X1,terms_with_X2,terms_with_X1_X2,terms_with_X3,terms_with_X1_X3,terms_with_X2_X3,terms_with_X1_X2_X3,terms_with_X4,terms_with_X1_X4,terms_with_X2_X4,terms_with_X1_X2_X4,terms_with_X3_X4,terms_with_X1_X3_X4,terms_with_X2_X3_X4,terms_with_X1_X2_X3_X4,"[2,1]","[3,1]","[3,2]","[4,1]","[4,2]","[4,3]",output
3896,4,15,3,5,3.8,3,4,3.8,15,3,1,1,2,1,1,4,3,3,5,1.8,2.5,2.0,2.5,0,0,0,0,4,3,3,0,1.5,1.2,1.0,0.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,6,10,3,10,5,6,2,7,2,4,1,5,2,3,1,2,4,0,5,0,6,4
3897,4,14,4,5,4.2,3,4,3.5,17,2,1,2,1,0,0,4,4,2,4,2.8,2.2,1.0,2.0,1,0,0,0,4,2,2,1,2.5,1.0,0.5,0.2,4,4,4,3,3,3,3,3,3,3,3,2,2,2,2,4,3,3,1,1,1,1,1,1,1,1,0,0,0,0,11,10,8,5,3,4,2,7,5,5,4,2,1,2,1,0,0,2,0,4,21,5
3898,2,6,6,6,6.0,2,4,3.0,12,1,1,3,3,0,3,4,6,2,4,3.5,4.5,1.0,3.5,0,3,0,0,0,6,2,1,0.0,4.5,1.0,0.5,2,2,2,1,1,1,1,2,2,2,2,1,1,1,1,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,2,3,0,3,0,2,0,5,2,2,0,3,0,2,0,1,0,0,3,0,3,4
3899,3,11,4,5,4.7,3,4,3.7,14,1,0,0,1,1,2,4,4,2,4,2.3,2.7,1.7,2.7,0,1,0,0,4,4,1,0,1.3,2.7,0.7,0.0,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,1,3,1,2,0,2,0,0,0,0,0,0,0,0,0,6,7,3,7,4,5,2,6,3,3,1,3,2,2,1,1,1,2,2,4,12,2
3901,3,11,3,6,4.3,3,5,3.7,13,1,0,0,2,2,2,3,2,5,4,1.7,2.0,3.0,3.3,0,0,2,0,1,2,5,0,0.7,0.7,3.0,0.0,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,2,1,0,3,2,1,0,0,0,0,0,0,0,0,0,5,6,1,5,2,3,0,8,3,5,1,2,0,2,0,0,2,2,8,8,2,4
3902,3,11,4,6,5.0,3,5,3.7,15,1,1,3,3,1,0,4,4,3,3,3.7,3.3,2.0,1.7,2,0,0,0,4,3,1,0,2.7,1.7,0.7,0.0,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,0,0,0,0,0,0,0,0,6,8,3,7,4,6,3,4,1,3,0,1,0,1,0,0,0,9,0,4,2,5
3903,4,12,4,6,4.5,2,4,3.0,18,1,0,1,2,1,1,4,4,3,5,2.5,2.5,1.5,2.8,1,1,0,0,4,2,1,1,2.2,1.8,0.2,0.2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,0,0,0,0,6,8,5,5,1,3,1,9,3,5,2,4,0,2,0,1,0,1,26,22,33,4
3904,4,18,4,5,4.2,4,5,4.5,17,3,0,1,0,2,1,3,3,5,3,2.2,2.0,3.8,2.0,1,0,0,0,3,2,3,0,1.5,1.0,1.8,0.0,4,3,3,4,4,3,3,4,4,3,3,4,4,3,3,4,3,3,3,3,2,2,0,0,0,0,0,0,0,0,10,8,5,14,7,4,2,9,5,4,2,6,3,1,0,1,2,5,9,12,0,2
3905,3,12,3,7,4.7,4,4,4.0,14,3,2,1,3,0,1,6,7,3,2,3.3,4.3,2.0,1.7,0,1,0,0,3,7,0,0,1.0,3.7,0.0,0.0,3,3,3,2,2,2,2,3,3,3,3,2,2,2,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,7,9,5,4,2,1,0,6,4,5,3,2,1,1,0,2,5,0,0,0,0,2
3906,4,16,3,6,4.8,2,5,4.0,19,3,1,1,1,2,1,4,3,4,4,2.5,2.0,3.0,2.5,1,0,0,0,3,1,4,1,1.8,0.5,2.2,0.2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,3,3,2,2,1,1,1,1,1,1,1,1,10,10,6,10,6,8,5,12,7,9,5,7,4,7,4,0,0,4,0,35,0,5
3907,3,9,5,5,5.0,2,4,3.0,15,2,1,3,0,2,2,5,4,5,4,4.0,1.7,3.7,2.7,3,0,0,0,5,0,1,2,4.0,0.0,0.3,0.7,3,2,2,3,3,2,2,3,3,2,2,3,3,2,2,3,0,0,1,1,0,0,1,1,0,0,0,0,0,0,5,3,0,6,3,2,0,4,2,2,0,2,1,1,0,0,0,3,0,3,7,5
3908,2,8,3,3,3.0,4,4,4.0,6,1,0,2,1,2,1,2,3,2,2,2.0,2.0,2.0,1.5,0,1,0,0,2,1,2,0,1.0,1.0,1.0,0.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,5,3,1,4,2,1,0,4,3,0,0,2,1,0,0,1,1,1,0,0,0,4
3909,3,12,4,5,4.7,3,5,4.0,14,2,1,1,2,1,2,4,4,4,5,2.7,2.7,2.3,3.7,0,0,0,0,4,4,1,0,2.3,2.0,0.3,0.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,8,6,4,4,2,2,1,8,5,3,2,2,1,0,0,0,0,2,0,2,7,5
3910,3,17,3,5,4.0,4,8,5.7,12,3,0,2,2,1,1,2,3,4,5,2.0,2.7,2.3,3.3,1,2,0,0,2,2,2,0,1.3,2.0,0.7,0.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,0,0,0,0,0,0,0,0,11,10,7,9,6,5,3,9,5,4,3,5,3,3,2,2,5,0,1,0,3,4
3911,3,10,3,8,5.3,2,5,3.3,16,1,0,0,1,1,2,3,3,4,7,2.0,2.0,2.7,4.7,0,1,0,0,3,3,1,2,2.0,1.7,0.7,1.0,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,2,3,2,2,2,2,2,2,1,2,1,1,1,1,1,4,6,3,6,2,4,2,8,3,4,2,4,1,2,1,0,1,1,6,5,7,4
3912,3,12,4,6,5.0,4,4,4.0,15,1,0,3,3,2,1,4,6,3,3,3.3,4.3,2.3,2.3,1,0,0,0,4,4,1,0,2.7,2.0,0.3,0.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,7,9,5,8,4,5,2,6,3,4,2,5,2,3,1,3,1,0,2,0,27,2
3913,5,18,3,7,5.0,2,5,3.6,25,0,0,0,1,1,1,4,4,3,3,2.4,2.0,2.4,1.8,0,0,0,0,4,3,3,0,2.2,1.4,1.4,0.0,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,4,4,3,4,3,3,2,0,0,0,0,0,0,0,0,14,16,12,13,9,11,7,10,7,9,6,6,3,5,2,1,3,3,7,5,2,2
3914,4,19,3,6,5.0,4,6,4.8,20,1,1,1,2,2,2,5,4,5,3,2.8,3.0,3.0,2.5,0,0,0,0,5,4,1,1,2.2,2.0,0.2,0.5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,1,0,1,0,2,1,2,1,1,0,1,0,10,13,6,10,3,6,1,14,7,10,5,7,2,4,1,0,0,2,0,13,49,5
3915,3,10,5,6,5.7,3,4,3.3,17,2,1,2,2,3,1,5,3,5,5,3.3,2.7,4.3,2.3,0,0,0,0,5,1,5,0,2.7,0.7,2.3,0.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,7,7,6,6,5,4,4,5,3,4,3,2,2,2,2,1,1,3,2,6,0,4
3916,5,17,3,5,3.8,3,5,3.4,19,3,1,2,1,0,1,4,3,3,3,2.6,1.8,1.8,1.8,2,0,0,0,4,2,2,0,2.6,0.8,0.4,0.0,5,5,5,4,4,4,4,5,5,5,5,4,4,4,4,5,3,3,1,1,0,0,0,0,0,0,0,0,0,0,11,11,7,8,4,4,1,8,4,5,2,4,2,2,0,0,0,6,0,13,0,5
3918,5,21,4,8,5.4,2,7,4.2,27,1,0,1,0,2,2,4,4,5,3,2.4,2.4,3.6,2.8,1,0,0,0,4,2,5,1,2.2,0.8,2.2,0.2,5,4,4,5,5,4,4,5,5,4,4,5,5,4,4,5,3,3,4,4,2,2,1,1,0,0,1,1,0,0,14,13,9,13,7,7,4,13,7,7,3,8,3,4,1,1,3,7,16,28,0,4
3919,4,19,3,5,4.2,4,6,4.8,17,2,0,1,1,2,1,3,4,3,3,2.0,3.0,2.2,2.5,1,1,0,0,3,3,1,0,1.8,2.0,0.5,0.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,0,0,0,0,0,0,0,0,11,14,9,13,7,9,5,8,3,5,3,5,1,3,1,3,3,0,8,0,26,4
3920,3,16,4,8,5.3,5,6,5.3,16,3,0,1,2,2,4,4,7,4,4,2.7,4.3,2.7,4.0,0,1,0,0,3,7,2,0,1.3,3.3,0.7,0.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,1,0,1,0,0,0,0,0,0,0,0,0,9,11,6,10,7,7,4,9,4,5,2,6,4,4,2,3,1,0,9,0,11,4
3921,2,11,5,5,5.0,5,6,5.5,10,0,0,3,1,2,2,4,2,3,3,3.5,1.5,2.5,2.5,3,0,0,0,4,1,2,0,3.5,0.5,1.0,0.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,9,5,5,7,5,2,2,8,6,3,3,5,3,1,1,1,1,2,0,4,6,2
3922,4,17,3,7,5.5,4,5,4.2,22,2,1,1,0,2,3,7,4,5,5,3.2,1.8,3.8,4.0,1,0,0,0,7,4,4,0,3.0,1.5,1.0,0.0,4,3,3,4,4,3,3,4,4,3,3,4,4,3,3,4,2,2,1,1,0,0,0,0,0,0,0,0,0,0,13,5,3,8,7,0,0,11,7,3,1,5,4,0,0,0,0,0,0,24,36,5
3923,2,8,4,4,4.0,4,4,4.0,8,1,0,1,2,0,3,2,3,2,4,1.5,2.5,1.0,3.5,0,1,0,0,2,3,1,1,1.0,2.0,0.5,0.5,2,2,2,1,1,1,1,2,2,2,2,1,1,1,1,1,2,1,1,0,1,0,1,1,1,1,0,0,0,0,3,6,2,3,0,3,0,7,3,5,2,2,0,2,0,0,1,1,2,2,2,4
3924,3,10,4,5,4.7,2,4,3.3,14,1,1,2,2,2,0,5,3,2,2,3.3,2.7,2.0,1.3,1,0,0,0,5,3,2,0,2.7,1.3,0.7,0.0,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3,2,2,1,1,1,1,0,0,0,0,0,0,0,0,9,5,4,6,5,4,3,5,5,1,1,3,3,1,1,0,0,1,0,0,6,3
3925,5,24,3,5,3.8,4,5,4.8,19,3,1,1,2,2,2,4,3,3,3,2.4,2.4,2.4,2.4,0,0,0,0,4,2,3,0,2.2,0.6,1.0,0.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,1,3,2,1,0,0,0,0,0,0,0,0,0,11,15,6,12,3,7,1,14,6,8,4,5,0,2,0,0,0,0,0,0,11,6
3926,2,7,3,4,3.5,3,4,3.5,7,0,0,2,1,1,2,2,2,1,3,2.0,1.5,1.0,2.5,2,1,0,0,2,2,0,0,2.0,1.5,0.0,0.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,3,0,1,0,5,1,2,0,3,0,1,0,1,0,0,1,1,2,4
3927,4,14,4,7,5.5,2,6,3.5,22,0,0,1,0,0,2,6,5,4,4,3.2,2.8,2.2,2.5,0,0,0,0,3,5,4,1,1.2,2.8,1.2,0.2,4,3,3,3,3,3,3,4,4,3,3,3,3,3,3,2,3,1,2,0,2,0,1,1,0,0,0,0,0,0,11,8,5,8,5,5,2,10,9,4,3,5,4,2,1,1,1,2,25,0,8,4
3928,5,21,3,6,4.6,3,5,4.2,23,2,2,1,2,1,1,5,3,4,4,3.2,2.8,1.8,2.8,0,0,0,0,4,3,4,0,1.6,2.0,1.0,0.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,2,2,1,2,1,0,0,0,0,0,0,0,0,12,13,6,10,5,6,3,14,7,7,2,7,3,3,1,0,0,0,0,0,14,6
3929,5,19,3,7,4.8,2,8,3.8,24,1,1,1,2,1,0,5,5,5,3,2.4,3.2,2.8,1.4,0,0,0,0,5,3,4,0,1.8,2.0,1.0,0.0,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,3,4,2,2,1,1,0,0,0,0,0,0,0,0,0,12,12,5,14,9,7,2,9,6,5,2,7,5,3,1,2,4,0,0,0,0,2
3930,2,7,4,6,5.0,2,5,3.5,10,0,0,1,1,3,3,2,1,3,3,1.5,1.0,3.0,3.0,1,0,3,0,1,0,3,2,1.0,0.0,3.0,1.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2,2,0,0,1,1,0,0,1,1,0,0,3,2,0,6,2,2,0,5,2,1,0,4,1,1,0,0,1,1,4,5,2,4
3931,3,13,3,5,4.3,3,6,4.3,13,1,1,1,2,1,1,4,4,5,3,3.0,2.7,3.3,2.0,0,0,0,0,4,2,5,0,1.7,1.0,1.7,0.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,9,9,6,6,3,3,1,7,6,4,3,3,3,1,1,2,1,2,2,1,0,4
3932,3,12,4,5,4.7,2,5,4.0,14,1,1,3,1,2,1,5,2,3,2,3.7,1.3,2.3,1.3,2,0,0,0,5,2,2,0,3.0,1.0,0.7,0.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,1,1,1,0,0,0,0,0,0,0,0,10,7,5,9,7,6,4,6,5,3,2,5,4,3,2,0,0,2,0,4,6,3
3933,4,15,4,8,5.5,2,5,3.8,22,2,1,0,2,1,2,5,5,3,4,2.0,3.8,1.8,3.2,0,0,0,0,5,5,3,1,1.5,2.5,1.2,0.2,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,2,3,1,3,2,2,1,1,1,1,1,1,1,1,1,8,13,7,10,6,9,5,11,6,10,6,7,4,7,4,1,3,0,30,0,28,4
3935,6,32,4,8,5.5,2,10,5.3,33,1,0,2,1,1,2,7,4,6,5,3.0,2.3,3.2,3.5,2,0,0,0,3,3,2,2,2.2,1.7,1.2,0.5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,4,4,2,2,1,1,2,2,1,1,25,18,15,21,16,11,9,27,20,14,11,17,12,8,6,1,2,0,19,32,36,4
3936,4,9,3,6,4.5,1,4,2.2,18,2,1,0,0,0,1,3,3,3,4,1.5,1.8,1.8,2.0,0,0,0,0,3,3,1,2,1.5,1.8,0.5,0.8,3,3,2,3,3,2,2,4,3,3,2,3,3,2,2,3,3,2,2,2,2,2,2,1,2,1,1,1,1,1,5,4,3,6,3,2,2,5,2,3,2,3,1,1,1,0,0,3,0,11,4,5
3937,2,7,4,5,4.5,3,4,3.5,9,1,1,1,0,1,2,2,2,5,4,1.5,1.0,3.0,3.0,0,0,0,0,2,1,5,1,1.0,0.5,2.5,0.5,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,4,3,2,4,1,1,0,6,4,3,2,3,1,1,0,0,1,1,1,1,0,4
3938,2,7,5,5,5.0,3,4,3.5,10,0,0,2,3,3,1,2,4,4,1,2.0,3.5,3.5,1.0,1,0,1,0,2,3,3,0,1.5,1.5,2.0,0.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,0,0,0,0,0,0,0,0,4,5,2,5,3,3,1,4,2,3,1,2,1,1,0,0,4,4,1,1,0,2
3939,3,12,5,7,5.7,3,5,4.0,17,0,0,3,1,1,2,3,3,3,6,3.0,2.0,2.0,3.7,3,1,1,0,3,2,2,0,3.0,1.3,1.3,0.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,10,11,9,9,8,8,7,7,5,6,4,4,3,3,2,0,3,3,14,30,23,5
3941,3,11,3,5,3.7,3,5,3.7,11,1,1,1,2,1,2,2,3,4,2,1.7,2.3,2.3,2.0,0,0,0,0,2,3,4,1,0.7,1.3,1.3,0.3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,0,1,0,1,0,1,1,0,0,0,0,0,0,4,5,1,6,1,2,0,9,4,3,1,5,1,1,0,1,1,0,3,0,3,4
3942,5,22,3,4,3.4,2,6,4.4,17,4,1,1,1,1,1,3,3,3,3,2.2,2.0,1.8,2.0,1,0,0,0,3,2,1,0,1.8,1.2,0.4,0.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,2,2,2,2,0,0,0,0,0,0,0,0,13,12,7,10,5,4,2,13,6,6,2,6,2,2,0,0,0,0,0,0,13,6
3943,2,7,4,5,4.5,3,4,3.5,9,0,0,2,1,2,2,3,2,3,4,2.5,1.5,2.5,3.0,2,0,1,0,3,1,2,0,2.5,0.5,1.5,0.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,0,0,0,0,0,0,0,0,5,3,2,4,3,1,1,4,2,2,1,1,0,0,0,0,2,2,1,5,5,4
3944,2,11,3,5,4.0,3,8,5.5,8,1,0,2,3,0,2,4,3,1,2,3.0,3.0,0.5,2.0,2,0,0,0,4,1,0,1,3.0,0.5,0.0,0.5,2,2,2,1,1,1,1,2,2,2,2,1,1,1,1,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0,6,7,3,3,1,1,0,8,4,4,1,3,1,1,0,1,0,0,1,2,3,4
3945,3,17,4,5,4.3,5,6,5.7,13,1,1,1,3,3,1,4,4,4,3,2.3,3.3,3.3,2.0,0,1,0,0,4,4,0,0,1.7,2.7,0.0,0.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,9,11,5,10,5,5,2,9,4,5,2,5,2,2,1,3,5,0,2,0,1,4
3946,3,12,3,7,5.0,3,5,4.0,15,1,0,1,3,0,2,4,4,2,5,2.0,3.7,1.3,3.3,1,1,0,0,4,3,1,1,2.0,2.0,0.7,0.3,3,3,3,2,2,2,2,3,3,3,3,2,2,2,2,3,3,3,2,2,2,2,1,1,1,1,1,1,1,1,7,9,5,6,3,4,2,8,5,5,3,4,2,2,1,1,0,1,15,2,17,4
3947,3,11,3,4,3.3,2,5,3.7,10,1,0,1,2,0,1,2,3,2,2,1.7,2.3,1.0,1.7,1,0,0,0,2,2,1,1,1.3,1.3,0.3,0.3,3,3,3,2,2,2,2,3,3,3,3,2,2,2,2,3,2,2,1,1,0,0,1,1,1,1,0,0,0,0,6,7,2,5,3,2,0,6,3,4,1,2,1,1,0,1,1,1,2,1,6,4
3948,3,10,3,7,4.3,3,4,3.3,13,1,1,1,0,2,1,6,2,3,4,3.3,1.0,2.3,2.3,1,0,0,0,6,2,0,1,3.3,0.7,0.0,0.3,3,2,2,3,3,2,2,3,3,2,2,3,3,2,2,3,1,1,0,0,0,0,1,1,0,0,0,0,0,0,6,4,1,4,1,2,0,6,4,1,0,2,1,0,0,0,0,1,0,2,12,5
3949,4,20,3,5,4.2,4,6,5.0,17,2,1,0,2,2,2,3,5,4,3,1.5,3.5,2.5,2.8,0,1,0,0,0,5,2,0,0.0,3.0,1.2,0.0,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,0,4,0,3,0,3,0,0,0,0,0,0,0,0,0,9,14,6,10,3,7,2,16,9,10,6,7,3,4,2,1,2,0,37,0,20,4
3950,3,11,4,5,4.3,3,5,3.7,13,1,1,2,2,2,0,4,4,2,2,3.0,3.0,2.0,1.0,0,0,0,0,4,4,2,0,2.0,1.3,1.0,0.0,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,1,0,2,2,0,0,0,0,0,0,0,0,0,0,7,6,2,10,7,5,2,3,1,2,0,3,1,2,0,1,6,0,0,0,2,2
3951,3,16,3,6,4.7,5,6,5.3,14,3,2,1,1,2,2,6,5,4,5,3.3,3.0,3.0,3.0,0,0,0,0,6,3,0,0,3.0,1.7,0.0,0.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2,8,3,3,0,10,6,3,1,6,3,1,0,0,0,0,0,0,2,6
3952,5,17,5,6,5.2,2,5,3.4,26,3,2,2,2,1,1,5,5,4,5,3.0,2.6,3.0,3.2,0,0,0,0,5,5,3,1,1.6,2.0,1.2,0.4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,2,2,1,2,1,2,1,2,1,1,0,1,0,10,11,6,9,6,5,3,12,6,8,4,6,3,3,1,0,0,0,0,0,34,6
3953,2,11,3,4,3.5,4,7,5.5,7,2,0,1,2,1,3,3,3,4,3,2.0,2.5,2.5,3.0,1,1,0,0,3,1,1,0,2.0,1.0,0.5,0.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,5,6,3,6,1,4,1,6,3,2,1,2,0,1,0,1,1,3,0,0,0,2
3954,4,19,3,4,3.8,3,6,4.8,15,2,1,1,1,1,1,4,4,3,3,2.5,2.2,2.0,2.0,1,0,0,0,4,2,1,0,2.5,0.8,0.5,0.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,1,1,0,0,0,0,0,0,0,0,11,11,5,11,6,6,3,10,4,5,1,5,1,2,0,0,0,0,0,0,3,6
3955,4,20,4,6,5.0,3,7,5.0,20,0,0,1,2,3,1,4,4,4,4,2.2,3.2,3.2,2.8,0,1,0,0,4,3,2,0,2.0,2.2,0.8,0.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,2,1,2,1,0,0,0,0,0,0,0,0,14,16,11,12,9,8,6,10,6,8,5,4,3,2,2,2,5,5,20,12,11,2
3956,2,5,3,8,5.5,2,3,2.5,11,0,0,2,0,0,2,3,5,5,2,2.5,2.5,2.5,2.0,2,0,0,1,3,0,4,1,2.5,0.0,2.0,1.0,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,0,0,1,1,0,0,2,2,0,0,1,1,0,0,4,2,1,2,1,1,0,5,4,2,1,2,1,1,0,0,0,0,2,2,2,4
3957,4,19,3,6,5.0,3,7,4.8,20,1,0,1,1,1,0,4,4,3,4,3.0,2.2,2.5,2.2,1,0,0,0,4,3,3,0,2.5,1.5,1.0,0.0,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,3,3,2,2,1,1,0,0,0,0,0,0,0,0,15,12,9,11,8,6,4,11,9,6,4,5,4,2,1,1,4,2,11,8,21,4
3958,3,16,4,7,5.7,5,6,5.3,17,0,0,2,2,1,2,3,5,6,4,2.3,3.7,3.3,3.0,1,2,0,0,2,4,2,0,1.7,3.0,1.0,0.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,0,0,0,0,0,0,0,0,10,12,8,12,6,8,4,10,6,7,5,7,3,4,2,1,3,3,3,3,8,2
3959,2,12,4,6,5.0,5,7,6.0,10,0,0,3,3,3,1,3,4,4,3,3.0,3.5,3.5,2.0,3,0,1,0,3,0,3,0,3.0,0.0,2.0,0.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,8,6,3,10,7,4,2,8,4,5,2,6,3,3,1,0,2,2,1,3,1,2
3960,6,27,3,6,4.3,2,8,4.5,26,4,1,2,1,2,1,3,3,5,4,2.3,1.8,2.8,2.5,1,0,0,0,3,3,2,1,2.2,1.2,0.7,0.3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,2,2,1,1,2,2,2,2,0,0,0,0,16,11,8,16,9,4,3,19,10,7,5,10,5,1,1,0,0,5,0,11,0,5
3961,8,39,3,6,4.2,3,6,4.9,34,5,2,1,1,2,2,4,3,4,4,2.8,2.1,2.8,2.6,1,0,0,0,4,3,2,0,2.4,1.4,0.5,0.0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,6,2,2,2,2,0,0,0,0,0,0,0,0,26,19,12,24,11,12,5,19,12,7,3,11,4,5,1,0,0,4,0,4,0,3
3962,5,26,4,8,5.2,3,9,5.2,26,2,1,2,0,2,1,7,6,5,4,3.8,3.0,3.2,2.6,1,0,0,0,7,3,1,0,3.6,1.4,0.2,0.0,5,4,4,5,5,4,4,5,5,4,4,5,5,4,4,5,4,4,1,1,1,1,0,0,0,0,0,0,0,0,18,19,13,18,10,12,6,14,10,9,6,11,7,6,3,0,0,6,0,3,0,3
3963,4,16,3,6,4.8,3,6,4.0,19,0,0,2,0,1,1,4,4,4,2,3.2,2.2,2.5,1.8,0,0,1,0,4,2,2,1,2.2,0.8,1.5,0.2,4,3,3,4,4,3,3,4,4,3,3,4,4,3,3,3,2,1,4,3,2,1,1,0,1,0,1,0,1,0,12,9,6,10,7,6,4,11,8,6,4,5,3,3,2,0,3,3,19,39,9,4
3964,3,11,3,5,4.0,3,4,3.7,12,2,2,2,1,1,1,5,3,4,2,3.3,2.3,2.3,1.7,0,0,0,0,5,3,1,0,1.7,2.0,0.3,0.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,8,5,2,7,5,3,1,5,4,2,1,3,2,1,0,0,0,0,0,0,2,6
3965,3,11,5,7,5.7,3,4,3.7,17,0,0,2,3,2,0,3,5,4,3,2.3,3.7,2.7,2.0,0,0,1,0,2,4,2,1,1.3,2.3,1.7,0.3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,3,2,2,1,1,1,0,0,1,1,0,0,8,8,5,8,6,6,4,7,5,4,2,4,3,2,1,0,3,3,15,14,7,4
