,#gens,#Terms,min_deg,max_deg,av_deg,min_terms,max_terms,av_terms,deg_sum(F),#pure_var_power,#pure_var_power_lt,min_deg_of_X_1,min_deg_of_X_2,min_deg_of_X_3,min_deg_of_X_4,max_deg_of_X_1,max_deg_of_X_2,max_deg_of_X_3,max_deg_of_X_4,av_deg_of_X_1,av_deg_of_X_2,av_deg_of_X_3,av_deg_of_X_4,min_lt_deg_of_X_1,min_lt_deg_of_X_2,min_lt_deg_of_X_3,min_lt_deg_of_X_4,max_lt_deg_of_X_1,max_lt_deg_of_X_2,max_lt_deg_of_X_3,max_lt_deg_of_X_4,av_lt_deg_of_X_1,av_lt_deg_of_X_2,av_lt_deg_of_X_3,av_lt_deg_of_X_4,cls_1,cls_2,cls_3,cls_4,cls_of_lt_1,cls_of_lt_2,cls_of_lt_3,cls_of_lt_4,generators_with_X1,generators_with_X2,generators_with_X1_X2,generators_with_X3,generators_with_X1_X3,generators_with_X2_X3,generators_with_X1_X2_X3,generators_with_X4,generators_with_X1_X4,generators_with_X2_X4,generators_with_X1_X2_X4,generators_with_X3_X4,generators_with_X1_X3_X4,generators_with_X2_X3_X4,generators_with_X1_X2_X3_X4,lt_with_X1,lt_with_X2,lt_with_X1_X2,lt_with_X3,lt_with_X1_X3,lt_with_X2_X3,lt_with_X1_X2_X3,lt_with_X4,lt_with_X1_X4,lt_with_X2_X4,lt_with_X1_X2_X4,lt_with_X3_X4,lt_with_X1_X3_X4,lt_with_X2_X3_X4,lt_with_X1_X2_X3_X4,terms_with_X1,terms_with_X2,terms_with_X1_X2,terms_with_X3,terms_with_X1_X3,terms_with_X2_X3,terms_with_X1_X2_X3,terms_with_X4,terms_with_X1_X4,terms_with_X2_X4,terms_with_X1_X2_X4,terms_with_X3_X4,terms_with_X1_X3_X4,terms_with_X2_X3_X4,terms_with_X1_X2_X3_X4,QS
6055,5,18,4,9,5.2,2,6,3.6,26,2,1,0,1,1,2,3,5,7,7,1.2,2.8,3.6,3.4,0,0,0,0,2,3,7,0,1.0,1.4,2.8,0.0,12,5,1,0,0,4,1,0,3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,3,3,2,4,2,2,1,0,0,0,0,0,0,0,0,7,13,6,13,4,8,3,12,4,10,4,8,2,6,2,1
6056,2,7,5,5,5.0,2,5,3.5,10,0,0,1,2,2,0,3,3,3,3,2.0,2.5,2.5,1.5,1,0,2,0,3,1,3,0,2.0,0.5,2.5,0.0,4,3,0,0,0,2,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,0,0,0,0,0,0,0,0,5,4,2,4,3,3,2,4,3,2,1,1,1,1,1,1
6057,4,17,4,6,4.8,2,6,4.2,19,3,2,2,0,1,1,4,4,4,3,3.2,1.8,2.5,1.8,2,0,0,0,4,2,2,1,3.0,0.8,0.8,0.2,10,4,1,2,1,1,0,2,4,3,3,4,4,3,3,4,4,3,3,4,4,3,3,4,2,2,2,2,2,2,1,1,1,1,1,1,1,1,13,8,4,12,9,7,4,10,8,5,3,8,6,5,3,1
6058,3,12,3,5,3.7,3,5,4.0,11,2,0,1,2,1,1,3,3,4,3,1.7,2.7,2.3,2.0,1,2,0,0,3,2,0,0,1.7,2.0,0.0,0.0,5,2,5,0,0,0,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,6,8,3,5,2,2,0,5,2,2,0,3,1,1,0,1
6059,4,18,3,6,3.8,3,6,4.5,15,3,2,1,2,1,1,4,6,2,4,2.0,3.2,1.5,2.5,0,2,0,0,1,6,0,0,0.5,3.2,0.0,0.0,9,5,4,0,0,0,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,8,10,5,11,5,5,3,9,2,2,0,6,1,1,0,1
6060,4,17,4,5,4.2,3,6,4.2,17,2,1,1,0,2,1,3,4,3,4,2.5,2.2,2.5,2.5,0,0,0,0,3,4,2,0,1.5,1.8,1.0,0.0,10,6,1,0,0,3,1,0,4,3,3,4,4,3,3,4,4,3,3,4,4,3,3,3,3,2,3,3,2,2,0,0,0,0,0,0,0,0,8,8,2,11,6,5,2,10,3,4,0,5,1,2,0,1
6061,4,21,4,5,4.8,3,8,5.2,19,1,1,1,2,1,2,4,4,4,3,2.5,3.2,2.2,2.8,0,1,0,0,2,4,1,1,0.8,3.0,0.8,0.2,12,8,1,0,1,2,1,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,3,2,3,2,1,1,1,1,1,1,1,1,9,17,6,17,7,14,5,12,6,9,4,9,4,7,3,1
6062,3,13,4,6,5.0,3,6,4.3,15,1,0,2,1,1,1,4,2,5,4,2.7,1.7,3.3,2.3,2,0,1,0,4,1,3,1,2.7,0.3,1.7,0.3,7,6,0,0,1,2,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,3,3,1,1,1,1,0,0,1,1,0,0,9,7,4,10,8,5,3,7,5,4,3,4,4,2,2,1
6063,3,11,3,6,4.7,2,5,3.7,14,1,1,0,1,2,1,2,3,5,5,1.0,2.3,3.0,3.3,0,1,0,0,1,3,5,0,0.3,2.3,2.0,0.0,5,5,1,0,0,2,1,0,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,1,3,1,2,1,2,1,0,0,0,0,0,0,0,0,3,7,1,9,3,5,1,5,1,2,0,4,1,1,0,1
6064,3,12,3,5,4.3,3,5,4.0,13,1,1,2,1,1,2,3,3,3,4,2.7,2.0,2.0,3.3,2,0,0,0,3,3,3,0,2.3,1.0,1.0,0.0,7,2,2,1,0,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,7,5,4,7,3,1,1,7,2,2,1,5,1,0,0,1
6065,4,15,5,7,6.0,3,4,3.8,24,1,1,3,2,1,1,4,5,5,5,3.5,3.2,2.8,3.5,0,1,0,0,3,5,5,1,1.0,2.2,2.5,0.2,11,3,1,0,1,2,1,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,3,2,3,2,1,0,1,0,1,0,1,0,9,12,6,7,4,6,3,11,6,8,3,4,1,3,0,1
6066,5,21,3,4,3.4,4,5,4.2,17,3,0,1,1,1,2,2,3,4,3,1.8,2.4,2.0,2.2,1,0,0,0,2,2,2,0,1.6,1.4,0.4,0.0,10,5,6,0,0,1,4,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,1,1,0,0,0,0,0,0,0,0,0,0,14,10,6,9,4,3,1,10,8,1,1,4,2,0,0,1
6067,4,17,3,5,3.8,2,8,4.2,15,2,1,1,0,1,0,4,4,4,2,2.0,2.2,2.8,1.0,0,0,0,0,2,4,2,0,0.8,2.0,1.0,0.0,9,7,1,0,0,3,1,0,4,3,3,4,4,3,3,3,3,3,3,3,3,3,3,2,3,1,3,2,2,1,0,0,0,0,0,0,0,0,10,10,5,12,6,7,3,9,6,5,3,5,2,3,1,1
6068,5,17,3,5,3.6,3,5,3.4,18,4,2,1,0,0,1,3,2,3,4,2.2,1.4,2.0,2.4,0,0,0,0,3,2,3,1,1.6,0.6,1.2,0.2,11,4,1,1,1,2,1,1,5,4,4,4,4,3,3,5,5,4,4,4,4,3,3,4,2,2,2,1,0,0,1,1,1,1,0,0,0,0,8,9,4,5,1,2,0,11,5,6,3,1,0,0,0,1
6069,5,24,3,5,4.0,4,6,4.8,20,4,1,2,2,0,2,4,4,4,4,2.4,3.0,2.2,2.4,0,0,0,0,4,3,1,0,1.6,1.8,0.6,0.0,15,5,3,1,0,3,1,1,5,5,5,4,4,4,4,5,5,5,5,4,4,4,4,4,4,3,3,2,3,2,0,0,0,0,0,0,0,0,13,15,7,9,3,5,2,15,9,8,4,4,1,1,0,0
6070,2,5,6,6,6.0,2,3,2.5,12,0,0,1,0,1,1,3,3,4,4,2.0,1.5,2.5,2.5,0,0,1,1,3,3,2,2,1.5,1.5,1.5,1.5,5,0,0,0,2,0,0,0,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,1,1,0,2,1,1,0,2,1,1,0,2,1,1,0,4,1,0,5,4,1,0,5,4,1,0,5,4,1,0,1
6071,4,20,3,6,4.2,4,6,5.0,17,2,2,2,1,1,2,3,4,4,5,2.5,3.0,2.5,3.0,0,0,0,0,3,4,0,0,2.0,2.2,0.0,0.0,11,4,4,1,0,0,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,10,12,5,9,4,3,1,11,3,6,1,5,1,1,0,1
6072,5,20,4,7,4.8,3,5,4.0,24,2,2,1,3,2,0,5,4,4,6,2.6,3.6,2.6,2.4,0,0,0,0,5,4,1,0,1.8,2.4,0.6,0.0,6,12,1,1,0,3,1,1,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,2,4,1,3,1,3,1,0,0,0,0,0,0,0,0,11,15,7,15,8,12,6,6,2,4,1,3,0,2,0,1
6073,2,11,5,7,6.0,5,6,5.5,12,0,0,3,3,4,2,3,5,6,4,3.0,4.0,5.0,3.0,1,0,1,0,3,3,4,0,2.0,1.5,2.5,0.0,7,4,0,0,0,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,0,0,0,0,0,0,0,0,8,8,6,8,5,6,4,7,5,5,4,4,2,3,2,1
6074,4,18,3,5,4.0,4,6,4.5,16,2,0,1,2,1,1,4,3,4,3,2.0,2.2,2.8,2.2,0,1,0,0,4,2,2,0,1.8,1.5,0.8,0.0,9,5,4,0,0,2,2,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,2,1,2,1,0,0,0,0,0,0,0,0,9,12,5,11,4,7,2,9,4,4,0,6,2,3,0,1
6075,5,21,3,6,4.6,2,6,4.2,23,3,3,1,2,1,1,4,4,6,4,2.8,3.0,3.2,2.0,0,0,0,0,4,3,6,1,1.6,1.0,1.8,0.2,12,7,1,1,1,2,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,0,3,1,1,0,1,0,1,0,1,0,1,0,10,12,3,17,7,10,2,12,6,7,2,10,4,6,1,0
6076,5,24,3,7,4.6,4,6,4.8,23,4,3,2,1,2,1,5,4,6,3,3.6,2.0,3.6,1.8,1,0,0,0,4,1,4,0,3.0,0.2,1.4,0.0,15,6,0,3,0,2,0,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,2,2,1,1,0,0,0,0,0,0,0,0,16,10,5,15,8,6,2,15,8,9,4,9,3,5,1,1
6077,3,14,3,6,4.7,3,8,4.7,14,1,1,1,1,2,2,6,4,4,4,3.0,2.7,2.7,2.7,1,0,0,0,6,4,2,0,2.7,1.3,0.7,0.0,8,4,1,1,0,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,7,10,3,8,4,5,1,8,2,7,1,4,1,3,0,1
6078,4,14,3,6,3.8,2,5,3.5,15,2,0,1,2,0,1,2,3,3,3,1.2,2.2,2.0,2.0,0,0,0,0,2,3,3,1,1.0,1.5,1.0,0.2,9,4,1,0,1,2,1,0,4,4,4,3,3,3,3,4,4,4,4,3,3,3,3,3,3,2,2,1,1,0,1,1,1,1,0,0,0,0,6,7,3,8,2,4,1,9,4,4,2,4,1,2,1,1
6079,4,14,3,5,4.0,3,4,3.5,16,2,1,2,1,1,0,3,4,4,4,2.2,2.8,1.8,1.8,0,0,0,0,2,4,4,1,1.0,1.2,1.2,0.5,9,2,3,0,2,0,2,0,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,2,2,1,2,1,0,0,2,1,0,0,2,1,0,0,9,9,5,6,5,2,2,9,6,5,3,4,3,1,1,1
6080,4,19,3,7,5.5,3,7,4.8,22,3,1,1,2,2,2,5,6,4,4,3.0,3.8,3.0,2.8,0,0,0,0,3,5,4,0,1.8,2.2,1.5,0.0,11,4,3,1,0,2,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,2,1,2,1,0,0,0,0,0,0,0,0,12,11,5,10,6,5,2,11,7,6,3,6,3,3,1,1
6081,4,20,3,6,4.5,2,9,5.0,18,2,1,0,1,2,1,4,3,4,3,2.2,2.0,3.0,1.8,0,0,0,0,3,3,3,1,1.8,1.0,1.5,0.2,13,5,1,1,1,1,1,1,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,3,2,1,2,1,1,0,1,0,1,0,1,0,1,0,13,11,7,11,6,4,2,13,8,8,5,6,3,2,1,1
6082,3,12,6,7,6.3,4,4,4.0,19,1,1,3,2,0,3,6,5,2,5,4.7,3.7,1.0,4.3,2,0,0,0,6,3,2,1,4.3,1.0,0.7,0.3,9,1,1,1,1,1,0,1,3,3,3,2,2,2,2,3,3,3,3,2,2,2,2,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,6,9,4,4,1,3,1,9,3,7,2,3,0,2,0,1
6083,2,10,5,5,5.0,5,5,5.0,10,1,1,3,3,2,1,3,5,2,4,3.0,4.0,2.0,2.5,0,1,0,0,3,5,1,0,1.5,3.0,0.5,0.0,4,5,1,0,0,1,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,5,7,4,8,4,5,3,4,1,2,1,3,0,1,0,1
6084,3,15,3,6,4.7,3,8,5.0,14,3,1,3,1,1,2,4,3,2,6,3.3,2.0,1.7,3.7,3,0,0,0,4,2,0,1,3.3,1.0,0.0,0.3,12,0,2,1,1,0,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,0,0,0,0,1,1,1,1,0,0,0,0,7,10,5,5,2,3,1,12,4,8,3,5,2,3,1,1
6085,5,21,6,7,6.6,3,5,4.2,33,0,0,2,2,2,2,6,5,5,5,4.0,3.0,3.6,3.2,1,0,0,0,6,2,4,0,3.8,1.0,1.8,0.0,14,6,1,0,0,4,1,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,3,3,0,0,0,0,0,0,0,0,15,16,12,15,10,10,7,14,9,10,7,9,5,5,3,1
6086,5,23,3,8,5.6,3,7,4.6,28,3,1,1,2,1,1,6,5,6,3,2.6,3.8,3.8,2.2,0,0,0,0,6,4,5,1,2.0,1.2,2.2,0.2,15,6,1,1,1,2,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,1,3,1,2,0,1,1,0,0,1,1,0,0,11,14,5,15,5,8,1,15,8,10,4,9,4,5,1,1
6087,3,16,3,6,5.0,4,8,5.3,15,0,0,2,1,1,1,5,2,5,5,3.7,1.7,3.0,2.7,2,0,0,0,5,1,2,0,3.7,0.7,0.7,0.0,11,3,2,0,0,1,2,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,12,9,7,9,6,3,2,11,7,5,3,6,3,1,0,1
6088,4,10,3,5,4.0,2,3,2.5,16,4,3,0,1,1,1,5,3,4,1,2.2,2.2,2.5,1.0,0,0,0,0,5,3,4,0,2.0,1.0,1.0,0.0,4,3,2,1,0,1,2,1,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,3,7,2,6,0,4,0,4,1,4,1,3,0,3,0,0
6089,4,20,3,5,3.5,4,8,5.0,14,4,2,1,1,1,2,3,4,3,3,2.0,2.8,2.0,2.2,0,0,0,0,3,3,1,0,1.8,1.5,0.2,0.0,10,6,3,1,0,1,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,1,1,1,1,0,0,0,0,0,0,0,0,7,14,4,10,4,6,2,10,2,6,1,4,1,1,0,1
6090,3,15,3,5,4.3,3,6,5.0,13,3,2,3,1,1,1,5,4,5,2,3.7,3.0,3.0,1.7,1,0,0,0,5,4,0,0,3.0,1.3,0.0,0.0,8,4,1,2,0,0,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,9,4,10,4,6,2,8,3,6,2,6,2,4,1,1
6091,3,14,3,5,4.3,4,5,4.7,13,2,1,2,2,2,3,3,3,4,4,2.7,2.3,3.0,3.3,0,0,0,0,3,3,2,1,1.7,1.7,0.7,0.3,10,2,1,1,1,0,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,1,0,1,0,1,0,1,0,1,0,1,0,6,7,2,6,1,3,0,10,3,5,1,4,0,2,0,1
6092,4,16,3,7,4.8,3,5,4.0,19,1,1,1,0,1,1,4,3,4,3,2.5,1.2,2.2,2.2,0,0,0,0,4,1,4,2,2.2,0.2,1.5,0.8,13,1,1,1,2,1,0,1,4,3,3,4,4,3,3,4,4,3,3,4,4,3,3,3,1,0,2,1,1,0,2,2,0,0,1,1,0,0,11,7,5,10,5,3,1,13,9,5,4,9,5,2,1,1
6093,3,11,4,7,5.3,3,4,3.7,16,0,0,2,2,1,0,4,3,2,5,3.0,2.7,1.7,3.0,2,0,0,0,4,3,0,3,3.0,1.3,0.0,1.0,7,1,3,0,1,0,2,0,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3,2,2,0,0,0,0,1,1,0,0,0,0,0,0,7,7,4,4,1,2,0,7,4,3,1,3,1,1,0,1
6094,3,13,4,6,4.7,3,6,4.3,14,1,1,3,0,3,1,4,2,3,2,3.7,1.3,3.0,1.7,1,0,0,0,4,1,3,0,2.7,0.3,1.7,0.0,9,3,0,1,0,2,0,1,3,2,2,3,3,2,2,3,3,2,2,3,3,2,2,3,1,1,2,2,1,1,0,0,0,0,0,0,0,0,8,7,3,7,2,5,1,9,5,5,2,4,0,3,0,1
6095,2,10,4,4,4.0,2,8,5.0,8,1,0,1,2,0,1,3,4,3,2,2.0,3.0,1.5,1.5,1,1,0,0,3,2,0,1,2.0,1.5,0.0,0.5,6,2,2,0,1,0,1,0,2,2,2,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,0,0,0,0,1,1,1,1,0,0,0,0,5,9,5,5,2,4,2,6,3,5,3,3,1,2,1,1
6096,3,18,4,6,5.0,5,7,6.0,15,5,2,3,2,4,1,4,5,6,4,3.7,3.3,4.7,2.3,0,0,0,0,4,5,2,0,2.3,2.0,0.7,0.0,9,7,1,1,0,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,10,9,5,13,7,6,3,9,6,4,3,6,4,2,1,0
6097,5,22,3,6,4.6,3,6,4.4,23,2,0,2,2,1,1,3,5,4,3,2.2,3.2,2.8,2.2,0,0,0,0,2,5,2,0,1.4,2.0,1.2,0.0,10,10,2,0,0,4,1,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,4,3,3,2,0,0,0,0,0,0,0,0,14,15,8,14,10,8,4,10,6,7,4,4,3,2,1,1
6098,4,18,4,6,5.2,4,5,4.5,21,2,1,1,2,1,2,4,3,5,6,2.8,2.2,3.2,3.5,1,0,0,0,4,2,2,1,2.8,0.8,1.2,0.5,14,3,0,1,2,1,0,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,3,3,2,2,2,2,2,2,2,2,2,2,11,9,6,13,8,6,4,14,8,8,6,10,6,5,4,1
6099,4,21,4,6,5.0,5,6,5.2,20,2,2,2,1,2,2,4,5,5,4,2.8,2.5,3.8,3.0,0,0,0,0,2,5,4,1,0.8,1.8,2.2,0.2,16,4,1,0,1,2,1,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,2,3,2,2,2,1,1,1,1,1,1,1,1,11,11,5,14,6,7,3,16,8,8,3,10,3,5,1,1
6100,3,11,3,5,4.0,3,4,3.7,12,1,1,3,1,1,2,4,3,1,3,3.3,1.7,1.0,2.7,3,0,0,0,4,0,1,0,3.3,0.0,0.7,0.0,7,3,0,1,0,2,0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,2,2,0,0,0,0,0,0,0,0,0,0,5,6,1,6,3,3,1,7,1,5,0,3,0,2,0,1
6101,2,8,3,4,3.5,2,6,4.0,7,1,1,1,1,1,1,1,4,3,3,1.0,2.5,2.0,2.0,0,1,0,0,1,4,0,1,0.5,2.5,0.0,0.5,7,0,1,0,1,0,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,0,0,0,0,1,1,1,1,0,0,0,0,2,6,2,4,0,2,0,7,2,5,2,4,0,2,0,1
6102,3,16,3,7,5.0,3,8,5.3,15,1,0,1,1,1,3,4,5,5,6,2.3,3.0,3.0,4.0,1,1,0,0,2,5,1,0,1.7,3.0,0.3,0.0,9,5,2,0,0,1,2,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,0,0,0,0,0,0,0,0,10,8,5,11,6,6,3,9,4,2,0,6,2,2,0,1
6103,3,13,3,6,4.0,3,6,4.3,12,2,1,2,1,1,0,5,5,5,4,3.3,3.0,2.3,1.7,2,0,0,0,5,1,0,0,3.3,0.7,0.0,0.0,6,2,4,1,0,0,2,1,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,10,8,6,5,4,2,2,6,4,2,1,3,2,0,0,1
6104,2,9,3,5,4.0,4,5,4.5,8,2,1,2,1,1,2,3,5,3,2,2.5,3.0,2.0,2.0,0,1,0,0,2,5,0,0,1.0,3.0,0.0,0.0,5,2,2,0,0,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,5,6,3,4,2,2,1,5,3,3,1,2,1,1,0,1
6105,4,12,3,4,3.8,3,3,3.0,15,4,2,1,1,1,0,4,2,3,4,2.8,1.8,1.5,2.0,1,0,0,0,4,2,1,0,2.2,1.0,0.5,0.0,5,5,0,2,0,2,0,2,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,2,2,2,2,2,2,0,0,0,0,0,0,0,0,8,6,4,6,3,4,2,5,3,3,2,1,0,1,0,1
6106,3,17,3,4,3.7,3,9,5.7,11,3,1,2,1,1,2,3,3,4,4,2.7,2.3,2.3,3.0,1,0,0,0,3,1,3,0,2.3,0.3,1.0,0.0,8,5,3,1,0,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,10,9,5,7,4,2,1,8,3,4,1,2,1,0,0,1
6107,4,14,3,5,3.8,2,5,3.5,15,1,0,1,1,1,0,3,5,2,3,2.0,2.2,1.8,1.5,1,0,0,0,2,3,0,1,1.8,1.5,0.0,0.5,8,3,3,0,2,0,2,0,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,3,3,0,0,0,0,2,2,1,1,0,0,0,0,8,9,5,5,3,1,1,8,3,5,2,2,0,0,0,1
6108,3,18,3,4,3.7,5,7,6.0,11,3,1,2,1,1,1,4,3,3,3,3.0,2.0,2.3,2.3,1,0,0,0,4,2,1,0,2.0,1.3,0.3,0.0,8,7,2,1,0,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,1,1,1,0,0,0,0,0,0,0,0,12,8,3,9,7,4,2,8,4,3,0,2,1,1,0,1
6109,4,17,3,7,5.0,4,5,4.2,20,1,1,2,2,1,0,5,6,6,5,2.8,3.2,2.5,2.8,1,0,0,0,5,6,0,2,2.5,2.0,0.0,0.5,9,4,3,1,1,0,2,1,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,3,3,0,0,0,0,1,1,1,1,0,0,0,0,12,10,8,9,4,3,1,9,6,4,4,5,2,0,0,1
6110,4,21,3,6,4.2,3,7,5.2,17,4,1,1,1,2,2,3,3,3,5,2.2,2.5,2.2,3.5,1,0,0,0,3,3,0,1,2.2,1.8,0.0,0.2,16,1,3,1,1,0,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,0,1,1,1,1,0,0,0,0,12,12,8,6,2,2,1,16,8,8,5,5,1,1,0,1
6111,5,20,3,6,4.0,3,5,4.0,20,4,1,2,1,2,0,3,4,4,3,2.6,2.6,2.6,1.4,2,0,0,0,3,3,1,0,2.6,1.2,0.2,0.0,7,8,4,1,0,1,3,1,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,5,4,4,1,1,1,1,0,0,0,0,0,0,0,0,8,14,6,12,4,8,3,7,2,3,1,4,2,1,1,0
6112,4,17,3,6,4.2,3,6,4.2,17,4,2,0,2,1,0,4,5,3,4,2.5,3.5,2.0,2.5,0,0,0,0,3,5,1,1,1.5,2.2,0.2,0.2,9,5,1,2,1,1,0,2,3,4,3,4,3,4,3,3,2,3,2,3,2,3,2,2,2,0,1,0,1,0,1,0,1,0,0,0,0,0,7,9,2,8,3,2,0,9,3,6,2,3,1,0,0,0
6113,3,17,4,6,5.0,4,9,5.7,15,1,0,2,2,1,2,3,5,4,5,2.7,3.3,3.0,3.7,0,0,1,0,3,5,3,0,1.3,2.0,1.7,0.0,11,6,0,0,0,3,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,3,2,2,1,0,0,0,0,0,0,0,0,10,11,6,12,6,8,3,11,8,6,5,6,4,3,2,1
6114,3,15,3,6,4.7,5,5,5.0,14,3,1,1,2,2,3,3,3,5,5,2.0,2.7,3.3,3.7,0,2,0,0,3,3,1,0,1.3,2.7,0.7,0.0,9,5,1,0,0,2,1,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,2,2,2,2,0,0,0,0,0,0,0,0,8,9,4,8,4,7,3,9,6,3,2,3,2,2,1,1
6115,3,9,3,6,4.3,1,6,3.0,13,1,1,1,1,0,1,2,4,6,3,1.7,2.0,2.3,2.0,0,0,0,0,2,1,6,1,1.0,0.7,2.3,0.3,7,2,0,0,1,2,0,0,3,3,3,2,2,2,2,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,4,6,2,7,3,4,1,7,3,5,1,5,2,3,0,1
6116,2,12,4,5,4.5,5,7,6.0,9,2,0,1,4,3,2,3,4,5,4,2.0,4.0,4.0,3.0,0,1,0,0,3,4,1,0,1.5,2.5,0.5,0.0,7,3,2,0,0,1,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,7,8,5,6,2,3,1,7,6,4,4,3,2,1,1,1
6117,2,12,6,6,6.0,3,9,6.0,12,0,0,2,4,4,2,5,5,4,4,3.5,4.5,4.0,3.0,1,1,0,0,2,4,4,0,1.5,2.5,2.0,0.0,9,2,1,0,0,1,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,7,9,5,7,4,6,4,9,4,6,2,5,2,4,2,1
6118,2,9,4,6,5.0,4,5,4.5,10,0,0,1,3,1,2,3,5,2,4,2.0,4.0,1.5,3.0,1,2,0,0,3,3,0,1,2.0,2.5,0.0,0.5,7,0,2,0,1,0,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,1,1,1,1,0,0,0,0,5,8,5,2,0,1,0,7,3,6,3,2,0,1,0,1
