,#gens,#Terms,min_deg,max_deg,av_deg,min_terms,max_terms,av_terms,deg_sum(F),#pure_var_power,#pure_var_power_lt,min_deg_of_X_1,min_deg_of_X_2,min_deg_of_X_3,min_deg_of_X_4,max_deg_of_X_1,max_deg_of_X_2,max_deg_of_X_3,max_deg_of_X_4,av_deg_of_X_1,av_deg_of_X_2,av_deg_of_X_3,av_deg_of_X_4,min_lt_deg_of_X_1,min_lt_deg_of_X_2,min_lt_deg_of_X_3,min_lt_deg_of_X_4,max_lt_deg_of_X_1,max_lt_deg_of_X_2,max_lt_deg_of_X_3,max_lt_deg_of_X_4,av_lt_deg_of_X_1,av_lt_deg_of_X_2,av_lt_deg_of_X_3,av_lt_deg_of_X_4,cls_1,cls_2,cls_3,cls_4,cls_of_lt_1,cls_of_lt_2,cls_of_lt_3,cls_of_lt_4,generators_with_X1,generators_with_X2,generators_with_X1_X2,generators_with_X3,generators_with_X1_X3,generators_with_X2_X3,generators_with_X1_X2_X3,generators_with_X4,generators_with_X1_X4,generators_with_X2_X4,generators_with_X1_X2_X4,generators_with_X3_X4,generators_with_X1_X3_X4,generators_with_X2_X3_X4,generators_with_X1_X2_X3_X4,lt_with_X1,lt_with_X2,lt_with_X1_X2,lt_with_X3,lt_with_X1_X3,lt_with_X2_X3,lt_with_X1_X2_X3,lt_with_X4,lt_with_X1_X4,lt_with_X2_X4,lt_with_X1_X2_X4,lt_with_X3_X4,lt_with_X1_X3_X4,lt_with_X2_X3_X4,lt_with_X1_X2_X3_X4,terms_with_X1,terms_with_X2,terms_with_X1_X2,terms_with_X3,terms_with_X1_X3,terms_with_X2_X3,terms_with_X1_X2_X3,terms_with_X4,terms_with_X1_X4,terms_with_X2_X4,terms_with_X1_X2_X4,terms_with_X3_X4,terms_with_X1_X3_X4,terms_with_X2_X3_X4,terms_with_X1_X2_X3_X4,0,1,2,3,4,5
1005,3,11,4,4,4.0,2,6,3.7,12,3,2,0,2,2,1,4,3,4,2,2.0,2.3,3.3,1.3,0,0,0,0,4,2,4,0,2.0,0.7,1.3,0.0,5,4,1,1,0,1,1,1,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,7,4,3,7,4,2,2,5,3,1,0,3,2,0,0,0,0,2,0,4,0
9879,5,21,3,6,4.2,3,6,4.2,21,3,2,2,1,2,1,3,4,4,3,2.8,2.0,3.0,2.0,0,0,0,0,3,2,4,1,1.6,0.8,1.6,0.2,15,3,3,0,1,2,2,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,11,12,6,13,5,7,3,15,8,9,4,10,4,7,3,4,2,0,2,0,0
83,4,18,3,6,4.2,3,7,4.5,17,0,0,1,1,1,1,3,4,3,4,2.0,2.5,1.8,2.8,0,0,0,0,2,4,1,1,0.8,2.2,0.8,0.5,14,3,1,0,2,1,1,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,1,3,1,2,0,2,1,1,0,2,1,1,0,9,11,4,13,6,7,2,14,7,8,3,10,5,5,2,1,1,5,7,8,15
2719,4,16,4,6,5.2,2,6,4.0,21,0,0,2,1,2,1,5,4,4,3,3.5,2.0,3.0,1.8,1,0,1,0,3,2,4,0,1.8,0.8,2.8,0.0,11,5,0,0,0,4,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,2,2,0,0,0,0,0,0,0,0,14,8,7,11,10,5,5,11,9,6,5,6,5,3,3,0,4,4,16,18,5
2828,5,31,3,8,6.0,4,9,6.2,30,4,0,1,1,2,3,6,6,5,6,3.6,3.6,3.8,4.4,1,0,0,0,6,4,2,1,3.6,1.6,0.6,0.2,23,4,4,0,1,1,3,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,2,2,1,1,1,1,1,1,1,1,1,1,15,17,8,18,10,6,3,23,9,13,5,14,7,6,3,3,5,0,16,0,0
5523,4,17,4,10,6.0,2,6,4.2,24,2,1,0,2,2,2,5,4,3,6,3.0,2.8,2.8,3.5,0,0,0,0,5,3,3,2,3.0,1.0,1.5,0.5,10,5,1,1,1,2,0,1,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,3,2,1,3,2,2,1,1,1,1,1,1,1,1,1,9,9,3,13,7,7,3,10,6,5,3,8,5,4,3,0,0,7,0,13,26
4473,3,14,6,6,6.0,3,7,4.7,18,2,2,2,4,1,2,4,6,2,3,3.0,5.3,1.7,2.7,0,4,0,0,0,6,1,1,0.0,5.3,0.3,0.3,12,0,2,0,1,0,2,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,0,1,0,1,0,1,0,1,0,1,0,1,0,8,12,6,9,5,7,3,12,8,10,6,9,5,7,3,1,0,0,31,0,31
8937,5,26,3,6,4.8,4,7,5.2,24,1,0,2,1,1,2,4,3,3,5,3.2,2.2,2.4,3.6,2,1,0,0,4,3,1,2,2.6,1.6,0.2,0.4,16,6,4,0,1,1,3,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,0,0,0,0,14,17,11,15,6,8,4,16,6,9,5,9,2,4,2,2,2,4,5,5,17
4590,4,18,4,5,4.8,4,6,4.5,19,2,1,0,2,1,2,3,4,4,3,1.8,3.2,2.8,2.5,0,1,0,0,2,4,2,0,1.5,2.2,1.0,0.0,12,5,1,0,0,3,1,0,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,3,4,3,3,3,3,3,0,0,0,0,0,0,0,0,9,13,6,11,6,6,3,12,6,8,3,6,3,2,0,1,3,0,27,0,0
6520,3,14,3,6,4.3,4,5,4.7,13,2,1,3,1,1,2,4,4,2,3,3.3,2.3,1.7,2.7,1,0,0,0,3,4,0,1,2.0,2.0,0.0,0.3,11,1,1,1,1,0,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,0,0,0,0,1,1,1,1,0,0,0,0,7,8,3,7,3,4,1,11,4,7,2,6,2,4,1,0,0,0,0,14,15
4454,2,9,5,6,5.5,4,5,4.5,11,0,0,2,2,4,1,4,2,4,4,3.0,2.0,4.0,2.5,2,0,0,0,4,1,4,0,3.0,0.5,2.0,0.0,6,2,1,0,0,1,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,6,5,3,5,2,2,0,6,4,3,2,3,1,1,0,1,1,2,0,0,0
6526,3,13,4,5,4.7,3,7,4.3,14,1,1,1,2,1,0,5,4,3,4,3.3,2.7,2.0,2.3,1,0,0,0,5,2,0,1,3.3,1.0,0.0,0.3,8,2,2,1,1,0,1,1,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3,2,2,0,0,0,0,1,1,1,1,0,0,0,0,8,9,4,4,1,3,0,8,5,5,2,2,1,1,0,0,0,3,0,2,9
8974,2,10,3,4,3.5,4,6,5.0,7,2,1,3,3,1,1,3,3,2,3,3.0,3.0,1.5,2.0,0,0,0,0,3,3,1,0,1.5,1.5,0.5,0.0,6,2,1,1,0,1,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,5,6,1,4,1,3,0,6,4,3,1,2,1,1,0,0,0,1,0,0,0
2122,4,16,4,7,5.5,3,5,4.0,22,1,1,2,2,3,1,4,7,4,5,2.8,3.5,3.2,2.8,0,2,0,0,3,7,3,1,1.0,3.2,1.0,0.2,12,2,2,0,1,1,2,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,2,1,2,1,1,0,1,0,1,0,1,0,8,11,6,10,4,6,3,12,6,7,4,8,3,4,2,2,3,0,38,0,23
8494,2,9,5,6,5.5,3,6,4.5,11,2,1,3,1,3,1,6,1,5,4,4.5,1.0,4.0,2.5,3,0,0,0,6,0,2,0,4.5,0.0,1.0,0.0,5,3,0,1,0,1,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,7,2,2,6,4,1,1,5,4,2,2,3,2,1,1,0,0,2,0,0,0
8336,4,20,4,5,4.2,4,7,5.0,17,3,1,1,1,3,1,5,3,4,4,2.8,2.2,3.5,2.5,0,0,0,0,5,1,3,1,2.5,0.5,1.0,0.2,13,6,0,1,1,2,0,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,1,2,1,1,0,1,1,1,1,0,0,0,0,10,12,6,11,4,5,1,13,7,8,5,5,2,1,0,0,0,6,0,35,0
6572,6,26,3,8,5.8,3,7,4.3,35,0,0,1,0,2,2,6,4,5,6,3.2,2.0,3.5,4.0,1,0,1,0,4,2,5,0,2.3,0.8,2.7,0.0,18,8,0,0,0,6,0,0,6,5,5,6,6,5,5,6,6,5,5,6,6,5,5,6,4,4,6,6,4,4,0,0,0,0,0,0,0,0,18,16,11,19,13,12,9,18,11,11,7,11,6,7,5,0,3,3,25,27,9
9119,3,11,4,6,4.7,3,5,3.7,14,1,0,3,1,0,2,5,3,2,4,3.7,2.0,1.3,2.7,3,0,0,0,5,1,0,1,3.7,0.7,0.0,0.3,9,0,2,0,1,0,2,0,3,3,3,2,2,2,2,3,3,3,3,2,2,2,2,3,2,2,0,0,0,0,1,1,0,0,0,0,0,0,8,7,5,2,2,1,1,9,6,5,3,2,2,1,1,1,0,0,5,14,15
966,5,23,3,5,4.4,3,6,4.6,22,3,2,1,0,2,1,5,4,3,4,2.6,2.2,2.4,2.6,0,0,0,0,5,4,1,1,2.2,1.8,0.2,0.2,15,4,3,1,1,1,2,1,5,4,4,5,5,4,4,5,5,4,4,5,5,4,4,4,4,3,1,1,1,1,1,1,1,1,0,0,0,0,14,12,6,12,8,3,2,15,9,7,4,8,5,1,1,0,0,0,0,0,17
7405,2,8,4,4,4.0,3,5,4.0,8,2,1,1,0,3,1,4,3,4,3,2.5,1.5,3.5,2.0,0,0,0,0,4,3,1,0,2.0,1.5,0.5,0.0,4,3,0,1,0,1,0,1,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,5,3,1,5,3,2,1,4,3,2,1,2,2,1,1,0,0,1,0,0,0
1350,3,14,5,6,5.3,2,7,4.7,16,1,0,2,2,3,1,3,4,4,5,2.3,3.0,3.3,2.7,1,0,0,0,3,2,3,1,2.0,1.3,1.7,0.3,9,4,1,0,1,1,1,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,11,10,8,8,7,5,4,9,7,6,5,4,4,2,2,1,3,4,10,12,2
3823,3,14,4,6,5.0,4,6,4.7,15,0,0,2,3,2,1,3,4,4,5,2.7,3.7,2.7,2.7,1,0,0,0,2,4,2,0,1.7,2.7,0.7,0.0,10,2,2,0,0,1,2,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,8,10,5,6,3,3,1,10,5,7,3,4,2,2,1,1,2,1,6,3,5
5185,3,13,4,6,5.3,2,6,4.3,16,3,2,2,2,1,2,5,6,4,3,3.7,4.0,2.7,2.3,0,0,0,0,4,6,4,0,2.0,2.0,1.3,0.0,6,4,2,1,0,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,10,6,3,7,6,2,1,6,5,3,2,3,2,1,0,0,0,0,0,0,2
2429,5,26,3,7,4.6,4,6,5.2,23,4,2,1,2,2,1,5,6,4,5,3.2,3.0,2.4,3.2,0,0,0,0,5,6,1,0,1.8,2.4,0.4,0.0,16,7,2,1,0,2,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,2,2,1,2,1,0,0,0,0,0,0,0,0,15,10,5,18,10,7,3,16,8,4,2,11,5,3,1,0,0,0,0,0,12
2231,2,10,3,5,4.0,3,7,5.0,8,2,1,1,3,2,1,2,5,3,3,1.5,4.0,2.5,2.0,0,3,0,0,1,4,0,0,0.5,3.5,0.0,0.0,7,0,3,0,0,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2,5,3,1,1,7,4,2,1,5,3,1,1,1,0,0,5,0,5
5284,2,8,4,4,4.0,2,6,4.0,8,0,0,0,1,2,2,3,2,3,3,1.5,1.5,2.5,2.5,0,1,0,0,3,1,2,1,1.5,1.0,1.0,0.5,5,1,2,0,1,0,1,0,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,2,1,1,0,1,0,1,0,1,0,1,0,1,0,4,5,2,5,1,3,0,5,1,3,0,4,0,3,0,1,0,0,1,2,2
5206,6,19,3,7,4.8,2,5,3.2,29,1,0,0,1,0,0,6,4,4,4,2.7,2.7,1.7,1.7,0,0,0,0,6,3,4,1,2.0,1.5,1.2,0.2,12,5,2,0,1,3,2,0,5,6,5,5,5,5,5,4,3,4,3,3,3,3,3,4,4,2,3,2,1,0,1,0,1,0,0,0,0,0,11,13,7,9,5,5,2,12,6,8,4,4,2,2,1,2,1,3,8,8,5
3780,3,16,5,6,5.3,4,7,5.3,16,0,0,2,1,2,3,4,4,4,5,3.3,2.7,2.7,4.0,1,0,0,0,4,4,1,1,3.0,1.7,0.3,0.3,14,1,1,0,1,1,1,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,1,1,1,1,1,0,0,0,0,0,0,11,10,6,9,5,6,3,14,9,8,4,8,4,5,2,1,0,1,7,16,32
3839,3,12,3,4,3.7,3,5,4.0,11,2,0,2,1,2,2,3,3,3,2,2.3,2.0,2.7,2.0,2,0,0,0,3,1,1,1,2.3,0.7,0.3,0.3,7,3,2,0,1,1,1,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,1,0,0,1,1,1,1,0,0,0,0,7,8,5,5,2,1,0,7,4,6,4,2,0,1,0,1,1,2,0,1,6
1307,6,22,4,8,5.2,2,5,3.7,31,1,1,2,2,0,1,4,6,5,2,2.8,3.3,2.3,1.7,1,0,0,0,4,3,5,0,2.7,1.5,1.0,0.0,13,4,4,1,0,2,3,1,6,6,6,5,5,5,5,6,6,6,6,5,5,5,5,6,5,5,2,2,2,2,0,0,0,0,0,0,0,0,16,16,11,10,7,6,4,13,7,9,4,6,3,3,1,0,0,0,0,11,22
5463,4,13,3,4,3.8,3,4,3.2,15,1,1,1,0,1,1,4,2,2,3,2.5,1.5,1.5,2.2,0,0,0,0,4,2,2,0,2.0,1.2,0.5,0.0,9,1,2,1,0,1,2,1,4,3,3,4,4,3,3,4,4,3,3,4,4,3,3,3,3,2,1,0,1,0,0,0,0,0,0,0,0,0,7,7,3,6,1,3,0,9,4,4,1,5,1,2,0,0,0,1,0,14,11
3137,4,19,3,5,3.8,4,6,4.8,15,2,2,2,1,1,1,4,5,3,3,2.5,2.5,2.2,1.8,0,0,0,0,4,5,1,0,1.8,1.8,0.2,0.0,11,4,3,1,0,1,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,1,1,1,1,0,0,0,0,0,0,0,0,12,10,4,9,6,3,1,11,6,5,1,5,3,1,0,0,0,0,0,0,3
169,2,10,3,7,5.0,4,6,5.0,10,1,0,2,1,1,1,5,2,7,3,3.5,1.5,4.0,2.0,2,1,0,0,4,1,2,0,3.0,1.0,1.0,0.0,5,4,1,0,0,1,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,5,5,2,8,4,3,1,5,2,2,0,4,2,1,0,1,1,1,0,0,0
1804,5,20,3,5,3.8,2,5,4.0,19,2,2,0,2,1,1,4,3,3,2,1.6,2.8,2.2,1.8,0,0,0,0,4,3,1,1,1.4,2.0,0.2,0.2,12,5,3,0,1,1,3,0,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,3,4,2,1,1,0,0,1,1,1,1,0,0,0,0,11,13,6,11,6,5,2,12,7,6,3,6,3,1,0,2,2,0,5,0,12
2553,2,7,3,5,4.0,3,4,3.5,8,1,0,1,2,1,0,3,3,3,2,2.0,2.5,2.0,1.0,0,2,0,0,3,2,1,0,1.5,2.0,0.5,0.0,2,3,2,0,0,1,1,0,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,4,5,4,4,1,2,1,2,1,1,1,1,0,0,0,1,2,1,0,0,0
5309,3,15,3,5,4.0,3,7,5.0,12,2,1,2,2,3,1,3,3,3,4,2.3,2.7,3.0,2.3,0,0,0,0,2,3,3,0,1.3,1.7,1.0,0.0,8,5,2,0,0,1,2,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,8,11,6,10,5,7,4,8,4,6,3,5,2,4,2,2,5,0,1,0,0
5487,2,6,4,5,4.5,3,3,3.0,9,1,0,1,2,1,3,1,3,2,5,1.0,2.5,1.5,4.0,1,1,0,0,1,3,2,1,1.0,2.0,1.0,0.5,5,0,1,0,1,0,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,4,4,3,2,2,2,2,5,3,3,2,2,2,2,2,1,0,0,2,1,3
8020,2,12,4,5,4.5,4,8,6.0,9,1,0,3,3,3,2,3,4,5,3,3.0,3.5,4.0,2.5,1,0,0,0,3,4,1,0,2.0,2.0,0.5,0.0,8,3,1,0,0,1,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,7,5,3,9,4,3,1,8,5,3,2,6,3,2,1,1,1,1,0,0,0
3016,4,17,4,5,4.2,3,5,4.2,17,1,1,1,3,1,2,3,5,3,4,1.8,3.5,1.8,2.8,0,2,0,0,1,5,1,0,0.5,3.2,0.5,0.0,9,6,2,0,0,2,2,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,2,1,2,1,0,0,0,0,0,0,0,0,9,13,6,9,5,5,2,9,5,6,3,3,2,0,0,2,4,0,22,0,18
1317,3,16,4,5,4.7,4,7,5.3,14,0,0,1,2,2,2,4,2,4,3,2.3,2.0,3.0,2.7,1,0,0,0,4,2,3,1,2.3,1.0,1.0,0.3,10,5,1,0,1,1,1,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,1,0,0,1,1,1,1,0,0,0,0,9,11,6,11,5,7,3,10,5,6,3,6,2,3,1,1,1,4,1,8,9
5941,5,19,3,6,4.2,2,6,3.8,21,3,1,1,1,1,2,6,5,3,5,2.4,2.2,1.8,3.6,1,0,0,0,6,2,3,1,2.4,0.8,0.8,0.2,13,4,1,1,1,2,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,2,2,1,1,1,1,1,1,0,0,0,0,12,9,6,6,4,2,2,13,6,6,3,2,0,0,0,0,0,1,0,20,16
1171,4,13,3,9,5.2,2,5,3.2,21,1,0,1,0,0,2,5,3,8,9,2.8,1.5,3.0,4.2,0,0,0,0,1,2,8,1,0.5,1.2,3.0,0.5,11,2,0,0,2,2,0,0,4,3,3,3,3,2,2,4,4,3,3,3,3,2,2,2,3,1,3,1,2,0,2,2,1,1,1,1,0,0,8,5,2,5,2,2,0,11,8,3,2,3,2,0,0,0,2,2,24,20,12
9740,2,7,5,9,7.0,2,5,3.5,14,0,0,2,3,3,1,3,6,8,1,2.5,4.5,5.5,1.0,0,1,1,0,3,1,8,0,1.5,1.0,4.5,0.0,2,5,0,0,0,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,1,0,0,0,0,0,0,0,0,6,6,5,5,4,4,3,2,2,2,2,0,0,0,0,0,3,3,1,1,0
7936,4,11,3,5,4.0,1,4,2.8,16,1,0,0,1,0,0,3,2,5,2,1.8,1.5,2.5,1.5,0,1,0,0,3,2,2,0,1.8,1.5,0.8,0.0,5,4,2,0,0,2,2,0,3,4,3,3,2,3,2,3,2,3,2,3,2,3,2,3,4,3,2,1,2,1,0,0,0,0,0,0,0,0,6,6,4,9,4,4,2,5,2,2,1,5,2,2,1,1,2,2,6,7,0
8697,3,11,4,6,4.7,2,6,3.7,14,1,1,1,1,1,2,3,4,2,4,2.0,2.3,1.7,3.0,0,1,0,0,1,4,2,1,0.7,2.3,1.0,0.7,9,1,1,0,2,0,1,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,8,6,4,6,5,3,3,9,7,4,3,5,4,2,2,1,0,0,8,0,8
3328,4,14,3,4,3.5,2,6,3.5,14,5,1,1,0,2,0,3,2,4,3,2.2,1.2,3.0,1.5,1,0,0,0,3,2,1,0,2.2,0.8,0.5,0.0,7,5,1,1,0,2,1,1,4,3,3,4,4,3,3,3,3,2,2,3,3,2,2,4,2,2,2,2,1,1,0,0,0,0,0,0,0,0,6,4,2,10,3,3,1,7,2,2,0,5,1,2,0,0,0,4,0,13,0
7488,4,18,3,7,5.2,2,7,4.5,21,2,2,1,2,1,1,3,5,5,4,2.0,3.8,3.5,2.8,0,0,0,0,1,5,5,1,0.2,3.2,1.5,0.2,13,4,1,0,1,2,1,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,3,1,2,0,1,0,1,1,1,1,0,0,0,0,12,12,8,12,7,6,3,13,11,8,7,8,6,3,2,1,2,0,39,0,0
304,5,22,3,5,3.6,3,7,4.4,18,1,1,1,1,1,1,2,3,3,3,1.2,2.0,1.8,1.8,0,1,0,0,2,3,2,1,0.8,1.8,0.8,0.2,14,6,2,0,1,2,2,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,3,3,2,3,2,1,0,1,0,1,0,1,0,11,14,4,14,7,8,2,14,7,7,1,8,4,3,0,2,3,0,11,0,3
8380,4,19,3,5,4.2,3,7,4.8,17,2,2,1,1,2,1,4,5,4,4,2.2,2.5,2.8,2.8,0,0,0,0,4,5,2,0,1.2,2.2,0.8,0.0,12,5,1,1,0,2,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,1,2,1,2,1,0,0,0,0,0,0,0,0,10,10,3,12,7,5,2,12,5,6,1,7,3,2,0,0,0,0,0,0,12
3428,2,6,4,5,4.5,3,3,3.0,9,1,1,3,0,1,2,5,2,2,3,4.0,1.0,1.5,2.5,3,0,0,0,5,0,1,0,4.0,0.0,0.5,0.0,4,1,0,1,0,1,0,1,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,1,0,2,2,0,0,4,3,1,0,1,1,0,0,0,0,1,0,5,5
2083,5,17,3,6,4.0,2,5,3.4,20,1,0,1,1,1,1,3,3,4,3,2.0,1.6,2.4,1.8,1,0,0,0,3,1,3,1,1.8,0.8,1.2,0.2,8,7,2,0,1,2,2,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,3,2,2,1,1,1,1,1,1,1,1,11,10,7,12,8,6,5,8,4,4,2,5,3,2,2,1,4,6,3,5,0
1889,4,24,3,6,4.8,3,8,6.0,19,2,0,2,2,1,3,5,4,5,5,3.0,2.8,2.5,3.8,2,0,0,0,5,3,1,1,3.0,1.2,0.2,0.2,15,6,3,0,1,1,2,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,1,1,0,0,1,1,0,0,0,0,0,0,13,17,9,13,7,9,4,15,6,10,4,7,3,5,2,3,1,2,5,24,41
2617,3,10,3,4,3.3,2,4,3.3,10,3,1,1,0,0,3,3,3,2,3,2.0,1.7,0.7,3.0,1,0,0,0,3,3,0,0,2.0,1.3,0.0,0.0,6,0,3,1,0,0,2,1,3,2,2,1,1,1,1,3,3,2,2,1,1,1,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,5,4,2,1,1,1,6,2,2,1,2,1,1,1,0,0,0,0,5,11
799,4,17,4,5,4.5,3,6,4.2,18,0,0,2,1,2,1,4,4,3,4,3.0,2.5,2.5,2.8,0,0,0,0,3,4,3,0,1.0,2.2,1.2,0.0,10,6,1,0,0,3,1,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,1,3,1,2,0,0,0,0,0,0,0,0,0,11,11,6,9,5,6,3,10,7,5,3,3,2,1,1,1,3,2,16,2,14
2206,4,17,4,5,4.5,2,7,4.2,18,1,1,1,2,0,1,4,3,4,4,2.5,2.8,2.5,2.2,0,0,0,0,4,3,2,0,2.2,1.8,0.5,0.0,9,4,3,1,0,1,2,1,4,4,4,3,3,3,3,4,4,4,4,3,3,3,3,3,3,2,1,0,1,0,0,0,0,0,0,0,0,0,10,12,8,8,2,4,1,9,4,6,4,4,0,1,0,0,0,2,0,9,18
3985,3,16,4,6,5.0,4,6,5.3,15,0,0,2,1,1,3,4,2,4,3,3.0,1.7,2.3,3.0,2,0,0,0,3,2,2,1,2.3,1.0,1.3,0.3,12,3,1,0,1,1,1,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,1,1,1,1,0,0,1,1,0,0,13,7,7,11,8,4,4,12,9,4,4,8,5,2,2,1,1,2,4,7,7
7201,5,22,3,6,4.4,4,6,4.4,22,1,0,1,0,2,2,3,4,4,4,2.2,1.8,2.8,3.0,0,0,0,0,3,4,2,0,1.8,1.8,0.8,0.0,13,7,2,0,0,3,2,0,5,4,4,5,5,4,4,5,5,4,4,5,5,4,4,4,4,3,3,2,2,1,0,0,0,0,0,0,0,0,11,12,4,15,7,8,2,13,6,5,1,8,4,3,1,1,2,2,7,12,14
8080,5,22,3,7,5.2,3,7,4.4,26,3,1,2,2,1,1,3,5,4,4,2.4,3.8,2.6,2.6,0,0,0,0,3,5,1,0,1.6,3.2,0.4,0.0,12,6,3,1,0,2,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,2,1,2,1,0,0,0,0,0,0,0,0,17,14,11,14,11,8,6,12,9,6,5,8,6,3,2,0,0,0,0,0,21
2110,2,9,3,4,3.5,4,5,4.5,7,2,0,2,1,2,3,3,2,3,3,2.5,1.5,2.5,3.0,2,1,0,0,3,1,0,0,2.5,1.0,0.0,0.0,5,1,3,0,0,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,3,1,1,1,5,1,3,1,2,1,1,1,2,3,1,0,0,0
9486,6,28,3,9,4.7,3,6,4.7,28,3,1,2,1,2,0,7,6,5,3,2.8,3.0,3.0,2.0,0,0,0,0,7,4,2,1,2.5,1.3,0.7,0.2,17,7,4,0,1,2,3,0,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,4,3,3,3,1,1,1,1,0,0,1,1,0,0,16,16,7,17,10,8,4,17,10,8,3,10,6,4,2,2,3,0,7,0,0
2609,2,13,5,5,5.0,5,8,6.5,10,1,1,3,3,2,2,5,4,4,3,4.0,3.5,3.0,2.5,2,0,0,0,5,3,0,0,3.5,1.5,0.0,0.0,7,4,1,1,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,8,2,7,4,4,1,7,2,5,0,3,1,2,0,0,0,2,0,0,0
